,senior_citizen,tenure,internet_service_type_id,contract_type_id,payment_type_id,monthly_charges,total_charges,male,partner_Yes,dependents_Yes,phone_service_Yes,multiple_lines_Yes,online_security_Yes,online_backup_Yes,device_protection_Yes,tech_support_Yes,streaming_tv_Yes,streaming_movies_Yes,paperless_billing_Yes,churn
2997,0,7,2,1,1,69.55,521.35,1,0,0,1,0,0,0,0,0,0,0,1,0
2998,0,72,1,3,3,82.3,5980.55,1,1,0,1,1,1,1,1,1,0,1,1,0
2999,0,7,3,2,2,20.05,96.8,0,0,1,1,0,0,0,0,0,0,0,0,0
3000,0,65,1,3,3,79.4,5071.9,0,1,1,1,1,0,1,0,1,1,1,1,0
3001,1,56,1,3,4,72.6,4084.35,0,1,1,1,0,1,0,0,1,1,1,1,0
3002,0,15,2,1,1,103.45,1539.8,1,1,0,1,1,0,0,1,1,1,1,1,0
3003,0,56,3,3,3,19.55,1080.55,0,0,0,1,0,0,0,0,0,0,0,1,0
3004,0,9,2,1,1,81.15,784.45,1,0,0,1,1,1,0,0,0,0,0,1,0
3005,0,16,2,1,1,75.4,1189.4,1,1,0,1,1,0,0,0,0,0,0,1,0
3006,0,69,3,2,4,20.55,1403.1,1,1,1,1,0,0,0,0,0,0,0,1,0
3007,0,68,2,3,3,114.9,7843.55,0,1,0,1,1,1,1,1,1,1,1,0,0
3008,1,50,1,3,3,75.15,3822.45,1,1,1,1,1,1,1,1,0,0,1,1,0
3009,0,53,2,1,1,93.9,5029.2,1,1,0,1,1,1,0,1,0,0,1,0,1
3010,0,10,1,1,1,35.75,389.8,1,0,0,0,0,0,1,0,1,0,0,0,0
3011,0,26,1,1,2,29.8,786.5,0,0,1,0,0,0,0,1,0,0,0,1,0
3012,0,16,3,2,4,19.35,295.55,0,0,0,1,0,0,0,0,0,0,0,0,0
3013,0,70,1,3,3,49.85,3370.2,0,1,0,0,0,1,0,1,1,0,1,1,0
3014,0,72,3,3,2,25.4,1710.9,1,1,0,1,1,0,0,0,0,0,0,0,0
3015,0,12,2,1,3,98.9,1120.95,0,0,0,1,0,1,0,0,1,1,1,1,1
3016,0,17,1,1,2,50.3,846.8,1,0,1,1,0,1,0,0,0,0,0,1,0
3017,0,1,1,1,1,50.75,50.75,1,0,0,1,0,0,1,0,0,0,0,1,1
3018,0,10,3,2,2,19.8,198.25,0,0,0,1,0,0,0,0,0,0,0,1,0
3019,0,7,1,1,2,54.85,370.4,1,0,0,1,0,0,0,0,0,1,0,0,0
3020,0,68,1,2,3,75.8,5293.95,1,1,1,1,1,0,1,1,1,0,1,1,1
3021,0,13,3,2,2,20.0,218.55,1,1,1,1,0,0,0,0,0,0,0,0,0
3022,1,70,2,2,3,105.55,7195.35,0,1,0,1,1,0,1,0,1,1,1,1,0
3023,0,7,1,1,1,34.5,279.25,1,1,1,0,0,1,0,0,1,0,0,1,1
3024,0,5,1,1,4,55.8,300.4,0,0,0,1,0,1,0,1,0,0,0,0,0
3025,0,10,1,1,2,55.55,551.3,0,1,1,1,0,0,1,1,0,0,0,1,0
3026,1,19,2,1,1,90.6,1660.0,1,0,0,1,1,1,0,0,0,1,0,1,1
3027,0,39,1,2,1,59.3,2209.15,0,0,0,1,0,0,0,0,1,0,1,0,0
3028,0,20,2,1,3,108.2,2203.7,1,0,0,1,0,1,1,1,1,1,1,1,0
3029,1,20,2,2,4,94.3,1818.3,1,1,1,1,0,1,0,1,1,0,1,0,0
3030,1,72,1,3,4,64.95,4546.0,1,1,0,0,0,1,1,1,1,1,1,1,0
3031,0,62,3,3,4,25.8,1563.95,0,0,0,1,1,0,0,0,0,0,0,1,0
3032,0,24,3,3,2,19.75,498.1,0,0,1,1,0,0,0,0,0,0,0,0,0
3033,0,21,1,1,3,54.6,1125.2,1,1,0,1,0,0,0,0,0,1,0,0,0
3034,1,2,2,1,1,70.65,142.35,0,0,0,1,0,0,0,0,0,0,0,1,1
3035,0,48,1,2,3,69.7,3023.65,0,1,1,1,0,1,0,1,1,1,0,0,0
3036,0,7,2,1,2,74.35,533.6,1,0,0,1,0,1,0,0,0,0,0,0,0
3037,0,1,1,1,1,54.35,54.35,1,0,0,1,1,0,0,1,0,0,0,0,1
3038,0,53,2,2,3,108.95,5718.2,0,1,0,1,1,0,1,1,1,1,1,1,0
3039,0,1,1,1,4,55.0,55.0,0,0,0,1,0,0,0,0,0,1,0,1,1
3040,0,27,1,1,2,49.85,1336.15,0,1,1,1,0,0,1,0,0,0,0,0,0
3041,0,56,2,2,3,88.9,4968.0,0,1,1,1,0,0,0,0,0,1,1,0,0
3042,0,67,1,3,1,79.7,5293.4,1,1,1,1,1,1,0,1,0,1,1,1,1
3043,0,17,3,2,4,20.05,337.9,0,0,0,1,0,0,0,0,0,0,0,0,0
3044,0,18,2,1,3,75.6,1395.05,1,0,0,1,1,0,0,0,0,0,0,1,0
3045,1,37,1,1,1,36.65,1315.0,1,0,0,0,0,0,1,1,0,0,0,0,0
3046,0,41,2,1,3,114.5,4527.45,0,0,0,1,1,1,1,1,1,1,1,1,1
3047,0,48,3,3,4,20.15,982.95,1,0,0,1,0,0,0,0,0,0,0,0,0
3048,0,1,1,1,1,44.4,44.4,1,0,1,1,0,0,0,0,0,0,0,1,1
3049,0,8,3,1,3,19.55,161.15,1,1,0,1,0,0,0,0,0,0,0,1,0
3050,0,50,2,3,2,100.2,5038.45,0,0,0,1,0,0,1,0,1,1,1,1,0
3051,0,1,1,1,2,24.9,24.9,0,0,0,0,0,0,0,0,0,0,0,1,0
3052,0,0,3,3,2,25.75,0.0,1,1,1,1,1,0,0,0,0,0,0,0,0
3053,1,6,2,1,3,85.15,503.6,1,0,0,1,0,1,0,0,0,1,0,1,1
3054,0,56,1,2,3,75.75,4284.65,1,0,0,1,0,0,1,0,1,1,1,1,0
3055,0,14,2,1,3,90.9,1259.0,0,1,1,1,1,0,1,0,0,0,1,1,1
3056,0,1,1,1,1,44.75,44.75,1,0,0,1,0,0,0,0,0,0,0,1,0
3057,0,34,2,2,4,116.25,3899.05,1,0,0,1,1,1,1,1,1,1,1,0,0
3058,0,72,2,3,4,114.05,8468.2,1,1,1,1,1,1,1,1,1,1,1,1,0
3059,0,32,2,2,1,90.8,3023.85,1,1,1,1,0,1,1,0,0,0,1,1,0
3060,0,17,3,2,2,20.5,365.8,1,0,0,1,0,0,0,0,0,0,0,1,0
3061,0,68,2,3,3,105.25,7173.15,1,1,1,1,0,1,1,1,0,1,1,1,0
3062,0,47,1,3,2,65.0,2879.9,0,0,0,1,1,1,0,1,1,0,0,1,0
3063,1,16,2,1,1,94.45,1511.2,0,0,0,1,0,0,0,0,1,1,1,1,1
3064,0,44,1,1,3,54.9,2549.1,1,1,1,1,0,0,1,0,1,0,0,1,0
3065,0,72,2,3,1,105.5,7544.0,0,1,0,1,1,1,0,1,0,1,1,1,0
3066,0,3,3,1,4,20.55,51.15,1,1,0,1,0,0,0,0,0,0,0,1,1
3067,0,22,2,1,3,94.95,2142.8,1,0,0,1,0,0,1,1,1,0,1,1,0
3068,0,23,2,1,2,104.05,2470.1,1,0,0,1,1,0,0,1,1,1,1,1,1
3069,0,70,2,3,4,114.75,7842.3,1,1,1,1,1,1,1,1,1,1,1,0,0
3070,0,3,3,2,2,20.25,71.2,0,0,0,1,0,0,0,0,0,0,0,0,0
3071,0,44,2,2,1,106.05,4510.8,1,0,0,1,0,1,1,1,0,1,1,1,0
3072,1,5,2,1,1,85.55,408.5,1,0,0,1,0,0,1,0,0,0,1,1,0
3073,0,4,3,1,1,19.85,63.0,1,0,0,1,0,0,0,0,0,0,0,1,0
3074,0,4,3,1,2,20.15,84.5,0,0,0,1,0,0,0,0,0,0,0,0,0
3075,0,3,1,1,1,63.6,155.65,0,0,0,1,1,0,0,0,1,1,0,1,1
3076,0,54,2,1,2,89.8,4667.0,1,0,0,1,0,1,0,1,0,1,0,0,0
3077,0,14,3,2,4,24.8,321.7,1,0,0,1,1,0,0,0,0,0,0,1,0
3078,0,25,1,2,2,74.3,1863.8,0,0,0,1,0,1,1,1,1,1,0,0,1
3079,1,27,2,1,1,78.05,2135.5,0,0,0,1,1,0,0,1,0,0,0,1,1
3080,0,1,2,1,1,74.5,74.5,0,0,0,1,1,0,0,0,0,0,0,1,1
3081,1,12,1,2,1,79.2,943.85,0,1,0,1,0,1,0,1,1,1,1,1,0
3082,0,13,1,1,3,61.8,750.1,1,1,1,1,0,0,1,1,1,0,0,0,0
3083,0,69,2,3,1,99.35,6856.45,1,1,1,1,1,0,0,0,1,1,1,1,0
3084,0,35,1,1,2,50.15,1655.35,0,0,1,1,1,0,0,0,0,0,0,0,0
3085,0,64,2,2,4,90.25,5629.15,1,1,1,1,1,0,0,1,0,0,1,0,0
3086,0,21,2,1,3,104.4,2200.25,0,1,0,1,1,1,0,1,0,1,1,1,1
3087,1,2,2,1,1,93.85,196.75,1,0,0,1,1,0,0,0,0,1,1,1,1
3088,0,20,3,2,4,19.35,433.75,0,0,0,1,0,0,0,0,0,0,0,1,0
3089,0,26,1,1,3,49.15,1237.3,1,0,0,1,0,0,0,0,1,0,0,0,0
3090,0,3,1,1,2,36.85,108.7,1,0,0,0,0,0,1,0,1,0,0,1,1
3091,0,4,3,1,2,25.45,84.2,0,0,1,1,1,0,0,0,0,0,0,1,0
3092,0,7,1,1,1,75.7,554.05,0,1,1,1,0,1,1,1,1,1,0,1,0
3093,0,2,1,1,2,44.65,74.9,1,0,0,1,0,0,0,0,0,0,0,0,1
3094,1,46,2,1,1,101.0,4680.05,1,1,0,1,1,0,0,1,0,1,1,1,1
3095,0,5,2,1,1,85.75,470.95,0,1,1,1,0,0,0,0,1,1,0,1,1
3096,0,10,1,1,1,36.25,374.0,0,0,0,0,0,0,1,0,1,0,0,0,0
3097,1,13,2,1,1,74.3,940.35,0,0,0,1,0,0,0,1,0,0,0,1,1
3098,0,71,3,3,3,24.75,1836.9,0,1,0,1,1,0,0,0,0,0,0,0,0
3099,0,42,1,2,3,60.15,2421.6,0,0,0,1,1,1,1,0,0,0,0,1,0
3100,0,9,2,1,4,99.3,918.75,1,0,0,1,1,0,1,0,0,1,1,1,0
3101,0,61,2,1,1,105.55,6281.45,1,1,0,1,1,0,1,1,0,1,1,1,1
3102,0,2,2,1,4,71.3,157.75,1,0,0,1,0,0,0,0,0,0,0,1,0
3103,0,60,2,1,3,74.35,4453.3,1,1,1,1,1,0,0,0,0,0,0,0,0
3104,0,39,1,1,4,50.65,1905.4,0,0,0,0,0,0,0,1,0,1,1,1,0
3105,0,15,3,2,2,19.5,239.75,1,1,1,1,0,0,0,0,0,0,0,1,0
3106,0,7,1,1,2,43.9,278.4,1,0,0,1,0,0,0,0,0,0,0,0,0
3107,0,15,3,3,2,19.6,331.6,0,0,0,1,0,0,0,0,0,0,0,0,0
3108,0,61,2,2,3,101.15,6383.9,0,1,0,1,1,0,0,0,1,1,1,0,0
3109,0,19,1,1,3,49.6,962.9,0,1,1,1,0,0,0,1,0,0,0,1,0
3110,0,59,3,3,2,25.0,1510.5,1,0,0,1,1,0,0,0,0,0,0,0,0
3111,0,30,1,1,1,44.5,1307.8,1,0,1,0,0,0,0,0,0,1,1,1,0
3112,1,62,2,1,3,89.8,5629.55,1,1,0,1,1,0,1,0,0,0,1,1,0
3113,0,2,3,2,2,19.85,35.9,1,1,1,1,0,0,0,0,0,0,0,0,1
3114,0,18,2,1,1,77.8,1358.6,0,0,0,1,0,0,1,1,0,0,0,0,0
3115,1,20,1,1,1,60.0,1259.35,0,1,0,1,0,0,1,0,0,0,1,1,0
3116,0,5,1,1,3,48.65,235.2,1,0,1,1,0,0,0,0,1,0,0,1,0
3117,0,42,2,1,1,84.3,3588.4,0,1,0,1,1,0,0,1,1,0,0,1,1
3118,0,0,1,3,3,52.55,0.0,0,1,1,0,0,1,0,1,1,1,0,1,0
3119,0,52,2,1,3,98.15,4993.4,0,1,1,1,1,1,1,1,0,0,1,0,0
3120,0,45,3,3,1,19.2,903.7,1,1,1,1,0,0,0,0,0,0,0,0,0
3121,1,69,2,2,2,110.55,7610.1,1,1,0,1,1,1,0,1,1,1,1,1,0
3122,0,36,2,2,3,104.8,3886.45,0,0,0,1,1,0,1,1,0,1,1,1,0
3123,1,8,2,1,3,74.05,600.15,0,0,0,1,0,0,0,1,0,0,0,1,0
3124,0,2,2,1,1,69.7,135.2,0,0,0,1,0,0,0,0,0,0,0,1,0
3125,0,5,1,1,1,56.15,291.45,1,0,0,1,0,0,0,1,1,0,0,0,0
3126,0,3,1,1,1,55.3,196.15,0,0,0,1,0,0,0,0,0,0,1,1,1
3127,0,52,2,1,1,105.05,5624.85,0,1,0,1,1,0,1,1,0,1,1,1,1
3128,0,13,3,1,1,20.4,251.65,1,0,0,1,0,0,0,0,0,0,0,1,0
3129,0,38,3,2,4,19.6,763.1,0,1,1,1,0,0,0,0,0,0,0,0,0
3130,0,61,2,2,1,103.95,6423.0,0,0,0,1,1,0,1,1,0,1,1,1,0
3131,0,16,3,1,3,20.25,327.45,1,0,0,1,0,0,0,0,0,0,0,0,1
3132,0,35,1,1,1,72.25,2568.55,0,1,1,1,1,1,0,1,1,1,0,0,1
3133,0,18,1,1,2,57.65,992.7,0,0,1,1,1,1,0,0,0,0,0,0,0
3134,0,23,1,3,2,59.7,1414.2,1,1,1,1,1,0,1,0,1,0,0,0,0
3135,0,1,2,1,3,69.7,69.7,0,0,0,1,0,0,0,0,0,0,0,0,1
3136,1,46,1,2,4,69.1,3255.35,0,0,0,1,1,0,0,1,1,0,1,1,0
3137,0,26,1,1,1,35.75,1022.5,1,0,0,0,0,0,0,1,1,0,0,0,0
3138,0,11,2,1,1,74.95,815.5,1,0,0,1,0,0,1,0,0,0,0,0,1
3139,0,35,1,1,4,59.45,2136.9,0,1,1,1,1,1,1,0,0,0,0,1,0
3140,1,6,2,1,1,74.4,434.1,0,0,0,1,0,0,0,1,0,0,0,0,1
3141,0,31,1,2,4,75.5,2424.45,1,1,0,1,0,1,1,1,1,0,1,1,0
3142,0,1,2,1,1,69.8,69.8,1,0,0,1,0,0,0,0,0,0,0,1,1
3143,1,38,1,1,4,57.15,2250.65,0,0,0,1,0,1,1,0,0,0,0,1,1
3144,0,2,2,1,3,70.0,153.05,0,0,0,1,0,0,0,0,0,0,0,0,1
3145,1,71,2,3,4,80.7,5676.0,0,1,0,1,1,1,0,0,0,0,0,1,0
3146,1,16,2,1,1,84.75,1350.15,0,0,0,1,1,0,0,0,0,1,0,1,1
3147,0,42,3,2,2,20.25,854.9,1,1,1,1,0,0,0,0,0,0,0,0,0
3148,0,56,3,3,3,25.95,1444.05,1,0,0,1,1,0,0,0,0,0,0,1,0
3149,0,18,2,1,1,88.85,1594.75,0,1,0,1,1,0,0,0,1,1,0,1,0
3150,1,13,1,1,1,54.8,731.3,0,0,0,1,0,0,1,1,0,0,0,1,0
3151,0,42,1,2,4,80.45,3375.9,1,1,0,1,1,1,0,0,1,1,1,0,0
3152,0,59,2,1,1,101.1,6039.9,0,1,0,1,1,0,1,0,0,1,1,0,1
3153,0,26,1,1,3,44.65,1156.55,1,0,0,0,0,1,1,0,0,0,1,1,0
3154,0,54,2,2,1,105.85,5826.65,1,0,1,1,0,1,1,0,1,1,1,1,0
3155,0,40,3,3,2,24.6,973.95,1,0,0,1,1,0,0,0,0,0,0,1,0
3156,0,8,1,3,4,76.15,645.8,1,1,1,1,1,1,1,0,1,0,1,1,0
3157,1,25,2,1,3,88.4,2191.15,0,1,0,1,0,0,1,1,0,0,1,0,0
3158,0,2,2,1,1,80.2,146.05,0,0,0,1,0,0,0,0,0,1,0,1,1
3159,0,42,3,2,1,19.05,761.85,0,1,1,1,0,0,0,0,0,0,0,1,0
3160,0,51,2,2,2,95.15,5000.05,0,1,1,1,1,1,0,0,1,1,0,1,0
3161,0,58,3,3,4,25.15,1509.9,0,1,1,1,1,0,0,0,0,0,0,0,0
3162,0,12,2,1,4,85.05,999.8,1,1,0,1,0,0,1,0,0,0,1,1,0
3163,0,9,3,2,2,20.25,172.35,0,1,1,1,0,0,0,0,0,0,0,0,0
3164,0,2,1,1,1,45.55,84.4,0,0,0,1,0,0,0,0,0,0,0,0,0
3165,0,46,3,2,2,24.95,1165.9,0,1,1,1,1,0,0,0,0,0,0,0,0
3166,0,7,3,1,1,19.25,112.3,1,0,0,1,0,0,0,0,0,0,0,0,1
3167,0,8,1,2,2,43.45,345.5,1,1,1,1,0,0,0,0,0,0,0,1,0
3168,0,16,2,1,4,74.75,1129.35,0,0,0,1,1,0,0,0,0,0,0,1,0
3169,0,55,1,2,4,59.45,3157.0,1,1,1,1,0,1,0,0,0,0,1,0,0
3170,0,10,2,1,3,80.05,830.7,0,0,0,1,1,0,1,0,0,0,0,1,1
3171,0,16,2,1,1,72.65,1194.3,0,0,0,1,1,0,0,0,0,0,0,0,1
3172,0,5,2,1,1,85.2,474.8,0,0,0,1,1,0,0,0,0,1,0,1,1
3173,0,52,1,2,4,57.95,3042.25,0,0,0,1,0,1,0,1,1,0,0,0,0
3174,0,1,2,1,1,69.65,69.65,0,0,1,1,0,0,0,0,0,0,0,1,1
3175,1,70,2,1,1,102.95,7101.5,1,1,0,1,1,0,1,1,0,1,1,1,1
3176,0,62,2,1,1,101.35,6164.7,0,1,0,1,1,0,0,1,0,1,1,1,0
3177,1,49,2,1,4,90.05,4547.25,1,1,0,1,1,0,1,0,0,0,1,0,1
3178,0,4,3,1,2,19.75,78.3,1,0,0,1,0,0,0,0,0,0,0,0,0
3179,0,17,2,1,1,91.85,1574.45,0,1,1,1,0,1,0,0,1,1,0,0,1
3180,0,14,2,1,1,82.65,1185.0,1,1,0,1,1,0,1,1,0,0,0,1,0
3181,0,59,1,2,3,68.7,4070.95,0,0,0,1,1,1,0,0,1,0,1,0,0
3182,0,47,1,2,2,58.9,2813.05,0,0,0,1,0,1,1,0,1,0,0,1,0
3183,0,71,3,3,3,24.65,1710.15,0,1,0,1,1,0,0,0,0,0,0,1,0
3184,0,47,2,1,3,107.35,5118.95,1,1,1,1,1,0,0,1,1,1,1,1,1
3185,0,5,2,1,1,96.55,500.1,1,0,0,1,1,0,1,1,0,0,1,0,0
3186,0,11,1,1,1,44.05,483.7,0,1,0,1,0,0,0,0,0,0,0,1,1
3187,0,41,2,2,3,109.1,4454.25,0,1,1,1,1,0,1,1,1,1,1,1,0
3188,0,52,1,3,4,63.25,3342.45,1,0,0,1,0,1,1,0,0,1,0,1,0
3189,0,9,3,1,2,20.4,181.8,1,0,0,1,0,0,0,0,0,0,0,0,0
3190,0,9,1,1,1,43.75,405.7,0,0,0,1,0,0,0,0,0,0,0,1,0
3191,0,10,2,1,3,80.25,846.0,0,0,0,1,0,0,0,0,0,0,1,1,1
3192,0,12,3,3,3,19.35,212.3,1,0,1,1,0,0,0,0,0,0,0,0,0
3193,0,22,1,2,4,55.15,1193.05,1,0,0,1,0,0,1,0,1,0,0,1,1
3194,0,52,1,2,1,68.75,3482.85,1,1,1,1,0,0,1,1,1,1,0,1,0
3195,0,43,1,1,1,56.15,2499.3,0,1,1,1,0,0,0,0,0,1,0,0,1
3196,0,13,1,1,1,49.15,649.4,0,0,0,0,0,0,0,1,0,1,1,0,0
3197,0,3,2,1,1,75.8,246.3,0,0,0,1,1,0,0,0,0,0,0,1,1
3198,1,16,2,1,1,91.55,1540.05,1,1,0,1,0,0,0,1,1,0,1,1,0
3199,1,45,3,2,4,24.7,1174.35,1,1,0,1,1,0,0,0,0,0,0,0,0
3200,0,4,2,1,1,73.75,325.45,0,1,1,1,0,0,0,1,0,0,0,1,1
3201,0,3,2,1,1,79.1,246.5,0,0,0,1,0,1,1,0,0,0,0,1,1
3202,0,6,2,1,1,105.3,545.2,0,1,0,1,1,0,1,1,0,1,1,1,1
3203,0,1,3,1,2,19.6,19.6,0,0,0,1,0,0,0,0,0,0,0,1,1
3204,0,70,3,3,3,24.25,1724.15,1,1,0,1,1,0,0,0,0,0,0,0,0
3205,0,3,1,1,4,29.7,91.7,0,1,1,0,0,1,0,0,0,0,0,0,1
3206,0,56,3,2,1,24.9,1334.0,1,0,0,1,1,0,0,0,0,0,0,0,1
3207,1,24,2,1,1,101.25,2440.15,1,0,0,1,1,0,1,0,0,1,1,1,1
3208,1,25,2,1,1,98.5,2514.5,0,1,0,1,0,0,1,1,0,1,1,1,1
3209,0,53,1,2,1,53.6,2879.2,0,0,0,0,0,1,1,1,1,1,0,1,0
3210,0,1,2,1,1,69.85,69.85,1,0,0,1,0,0,0,0,0,0,0,1,1
3211,0,25,2,2,1,90.4,2178.6,1,1,1,1,0,0,0,0,0,1,1,1,1
3212,0,8,1,1,3,44.65,369.15,1,1,1,1,0,0,0,0,0,0,0,0,0
3213,0,27,3,3,2,19.9,550.1,0,1,1,1,0,0,0,0,0,0,0,0,0
3214,0,60,1,2,1,50.05,2911.5,0,1,0,0,0,1,1,1,0,0,1,0,0
3215,1,20,2,1,1,81.45,1671.6,0,0,0,1,0,0,0,0,0,0,1,1,0
3216,1,56,2,2,3,104.75,5510.65,0,0,0,1,1,0,1,1,0,1,1,1,1
3217,0,1,2,1,1,81.1,81.1,0,0,0,1,0,0,0,0,0,0,1,1,1
3218,0,42,1,3,4,66.5,2762.75,0,0,0,1,0,0,0,1,1,0,1,0,0
3219,0,16,3,2,3,20.1,318.6,0,0,0,1,0,0,0,0,0,0,0,0,0
3220,0,65,2,3,4,110.8,7245.9,0,1,1,1,1,0,1,1,1,1,1,1,0
3221,1,20,2,2,3,91.0,1859.5,0,1,0,1,0,0,0,0,0,1,1,1,0
3222,0,33,2,3,1,88.95,3027.65,1,0,0,1,0,1,0,0,1,1,0,1,0
3223,0,22,3,1,3,20.45,471.55,1,1,0,1,0,0,0,0,0,0,0,1,0
3224,0,8,1,1,1,30.45,226.45,1,0,0,0,0,1,0,0,0,0,0,1,1
3225,0,44,3,3,4,20.4,905.55,1,0,0,1,0,0,0,0,0,0,0,0,0
3226,0,72,3,3,3,26.25,1988.05,0,1,1,1,1,0,0,0,0,0,0,1,0
3227,0,7,2,1,1,93.85,635.6,1,0,0,1,1,0,0,0,0,1,1,1,1
3228,0,51,1,2,4,78.65,3950.85,0,1,0,1,1,0,1,0,1,1,1,1,0
3229,1,69,2,3,4,110.25,7467.55,0,0,0,1,1,1,0,1,1,1,1,0,0
3230,0,57,1,1,1,39.3,2111.45,1,0,0,0,0,0,1,0,0,1,0,1,1
3231,0,35,2,2,1,85.15,3030.6,1,0,1,1,0,0,0,1,0,1,0,1,1
3232,0,2,2,1,1,70.4,147.15,0,1,1,1,0,0,0,0,0,0,0,0,1
3233,1,15,2,1,1,79.4,1156.1,1,0,0,1,0,0,0,0,0,0,1,1,1
3234,0,22,3,2,2,19.95,433.5,1,1,1,1,0,0,0,0,0,0,0,0,0
3235,0,53,1,2,4,62.85,3419.5,1,0,1,1,0,1,1,0,1,0,0,0,0
3236,0,9,2,1,2,88.4,788.6,0,0,0,1,0,0,0,0,0,1,1,1,0
3237,0,1,3,1,2,20.35,20.35,0,0,0,1,0,0,0,0,0,0,0,1,0
3238,0,32,3,3,2,18.95,613.95,1,1,1,1,0,0,0,0,0,0,0,0,0
3239,0,34,2,1,2,88.85,3000.25,1,1,0,1,1,0,1,0,0,0,1,0,0
3240,0,54,1,2,1,61.0,3283.05,1,0,1,1,0,0,1,1,1,0,0,1,0
3241,0,6,2,1,1,80.5,502.85,0,1,1,1,1,0,0,0,1,0,0,1,1
3242,0,62,3,2,3,19.95,1244.8,1,1,1,1,0,0,0,0,0,0,0,0,0
3243,0,13,1,1,1,55.95,734.35,0,1,1,1,0,0,0,0,0,0,1,0,1
3244,0,30,3,3,2,19.3,602.9,0,1,1,1,0,0,0,0,0,0,0,0,0
3245,0,55,3,2,2,19.5,1026.35,1,1,1,1,0,0,0,0,0,0,0,0,0
3246,0,17,1,2,3,70.35,1201.65,1,1,1,1,1,1,0,1,0,1,0,1,0
3247,0,7,1,1,3,81.25,580.1,0,1,0,1,0,1,0,1,1,1,1,0,0
3248,0,18,2,1,4,95.95,1745.5,0,1,0,1,0,0,0,1,0,1,1,1,0
3249,0,6,1,1,2,45.5,285.2,0,1,1,1,0,0,0,0,0,0,0,0,0
3250,0,53,1,3,3,73.9,3958.25,1,0,0,1,1,0,1,1,1,0,1,1,0
3251,0,16,2,1,3,73.85,1284.2,1,1,0,1,1,0,0,0,0,0,0,1,1
3252,0,45,3,3,2,24.45,1088.25,1,1,1,1,1,0,0,0,0,0,0,0,0
3253,1,64,2,2,3,97.0,6430.9,0,1,0,1,0,1,1,1,0,0,1,0,0
3254,0,18,1,2,2,40.2,711.95,0,0,0,0,0,1,1,0,1,0,0,1,0
3255,0,70,1,3,4,74.8,5315.8,1,1,0,1,1,1,0,1,1,0,1,1,0
3256,0,69,3,3,3,23.95,1713.1,1,0,0,1,1,0,0,0,0,0,0,0,0
3257,0,40,2,1,4,96.35,3915.4,0,1,1,1,1,0,1,1,0,1,0,1,0
3258,0,21,2,1,1,102.8,2110.15,0,1,1,1,0,0,1,1,1,1,1,1,1
3259,0,19,2,1,1,95.15,1789.25,0,0,0,1,1,1,1,0,0,0,1,1,1
3260,0,18,2,1,2,87.9,1500.5,1,1,1,1,0,1,0,1,0,1,0,1,0
3261,0,1,3,1,2,20.05,20.05,1,0,0,1,0,0,0,0,0,0,0,1,0
3262,0,2,1,1,3,62.05,118.3,1,0,0,1,1,0,0,0,0,0,1,0,1
3263,0,33,1,3,3,59.55,2016.3,0,1,0,0,0,1,0,1,1,1,1,0,0
3264,0,1,3,1,2,19.3,19.3,1,0,0,1,0,0,0,0,0,0,0,1,1
3265,1,60,1,2,4,74.85,4456.35,0,1,1,1,0,1,1,1,1,0,1,1,0
3266,0,72,2,3,4,109.75,7758.9,1,1,0,1,1,0,1,1,1,1,1,1,0
3267,0,2,1,1,2,45.0,96.45,1,0,0,1,0,0,0,0,0,0,0,1,1
3268,0,63,1,3,4,79.85,4861.45,0,0,0,1,1,1,1,1,1,1,0,1,0
3269,0,12,1,1,1,67.25,832.3,1,0,0,1,1,1,1,0,1,0,0,1,0
3270,0,31,2,1,1,87.6,2724.25,0,0,0,1,0,1,0,1,1,0,0,0,0
3271,0,71,1,3,4,89.9,6457.15,1,1,1,1,1,1,1,1,1,1,1,0,0
3272,1,50,2,2,3,101.9,5265.5,1,1,0,1,1,1,1,1,0,1,0,1,0
3273,0,54,1,3,3,46.2,2431.95,1,0,0,0,0,1,1,0,0,0,1,0,0
3274,0,1,1,1,1,52.2,52.2,0,0,0,1,0,0,0,0,1,0,0,1,1
3275,1,11,1,1,1,55.6,580.8,0,0,0,1,1,1,0,0,0,0,0,1,0
3276,0,44,1,2,1,70.95,3250.45,1,1,0,1,0,0,1,1,1,1,0,1,0
3277,0,62,2,3,3,107.6,6912.7,1,1,0,1,1,0,0,1,1,1,1,1,0
3278,0,57,2,2,1,86.9,4939.25,1,0,0,1,1,0,0,0,0,1,0,1,0
3279,0,18,3,2,3,19.8,342.3,1,1,1,1,0,0,0,0,0,0,0,0,0
3280,0,70,2,3,3,98.7,6858.9,1,1,0,1,1,0,1,1,1,0,1,1,0
3281,0,21,2,1,4,99.85,1992.55,0,0,0,1,1,0,1,0,0,1,1,1,0
3282,1,17,1,1,1,45.05,770.6,1,0,0,1,0,0,0,0,0,0,0,1,1
3283,1,42,2,1,1,95.55,3930.6,0,1,0,1,1,0,1,1,0,1,0,1,0
3284,0,21,2,2,1,79.2,1742.45,0,1,0,1,0,0,0,1,1,0,0,0,0
3285,0,3,3,1,1,19.55,61.05,0,0,0,1,0,0,0,0,0,0,0,0,0
3286,0,8,3,1,2,19.95,170.9,0,0,1,1,0,0,0,0,0,0,0,0,0
3287,0,18,1,1,1,57.45,990.85,1,1,1,1,0,0,0,1,0,0,1,0,1
