"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn","tenure"
"1665","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",85,1463.45,"Yes",17
"1666","Female","No","No","No","One line","DSL","Electronic check",56,389.1,"Yes",6
"1667","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",93,5774.55,"No",61
"1668","Female","No","Yes","Yes","One line","None","Mailed check",20,20.5,"Yes",1
"1669","Female","No","No","Yes","One line","DSL","Mailed check",51,286.8,"No",5
"1670","Female","No","No","No","None","DSL","Credit card",45,298.7,"No",6
"1671","Female","No","No","Yes","One line","Fiber optic","Electronic check",89,89.35,"No",1
"1672","Male","No","No","No","One line","Fiber optic","Electronic check",74,74.35,"Yes",1
"1673","Female","No","No","No","One line","Fiber optic","Bank transfer",80,679.3,"Yes",8
"1674","Male","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",81,1923.85,"No",23
"1675","Male","No","Yes","No","One line","DSL","Mailed check",55,445.85,"No",8
"1676","Male","Yes","Yes","No","None","DSL","Electronic check",25,955.75,"No",38
"1677","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75,706.6,"Yes",9
"1678","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",80,1471.75,"Yes",18
"1679","Male","No","No","No","One line","DSL","Mailed check",65,547.8,"No",8
"1680","Female","No","Yes","No","One line","Fiber optic","Electronic check",86,587.1,"Yes",6
"1681","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,4113.1,"Yes",40
"1682","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",80,251.75,"Yes",3
"1683","Male","No","No","Yes","One line","None","Mailed check",20,19.85,"No",1
"1684","Male","No","No","No","One line","Fiber optic","Electronic check",70,521.35,"No",7
"1685","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",103,1539.8,"No",14
"1686","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",81,784.45,"No",9
"1687","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",75,1189.4,"No",15
"1688","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,5029.2,"Yes",53
"1689","Male","No","No","No","None","DSL","Electronic check",36,389.8,"No",10
"1690","Female","No","No","Yes","None","DSL","Mailed check",30,786.5,"No",26
"1691","Female","No","No","No","One line","Fiber optic","Bank transfer",99,1120.95,"Yes",11
"1692","Male","No","No","Yes","One line","DSL","Mailed check",50,846.8,"No",16
"1693","Male","No","No","No","One line","DSL","Electronic check",51,50.75,"Yes",1
"1694","Male","No","No","No","One line","DSL","Mailed check",55,370.4,"No",6
"1695","Male","No","Yes","Yes","None","DSL","Electronic check",34,279.25,"Yes",8
"1696","Female","No","No","No","One line","DSL","Credit card",56,300.4,"No",5
"1697","Female","No","Yes","Yes","One line","DSL","Mailed check",56,551.3,"No",9
"1698","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",91,1660,"Yes",18
"1699","Male","No","No","No","One line","Fiber optic","Bank transfer",108,2203.7,"No",20
"1700","Male","No","Yes","No","One line","DSL","Bank transfer",55,1125.2,"No",20
"1701","Female","Yes","No","No","One line","Fiber optic","Electronic check",71,142.35,"Yes",2
"1702","Male","No","No","No","One line","Fiber optic","Mailed check",74,533.6,"No",7
"1703","Male","No","No","No","Two-plus lines","DSL","Electronic check",54,54.35,"Yes",1
"1704","Female","No","No","No","One line","DSL","Credit card",55,55,"Yes",1
"1705","Female","No","Yes","Yes","One line","DSL","Mailed check",50,1336.15,"No",26
"1706","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",76,1395.05,"No",18
"1707","Male","Yes","No","No","None","DSL","Electronic check",37,1315,"No",35
"1708","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",114,4527.45,"Yes",39
"1709","Male","No","No","Yes","One line","DSL","Electronic check",44,44.4,"Yes",1
"1710","Male","No","Yes","No","One line","None","Bank transfer",20,161.15,"No",8
"1711","Female","No","No","No","None","DSL","Mailed check",25,24.9,"No",1
"1712","Male","Yes","No","No","One line","Fiber optic","Bank transfer",85,503.6,"Yes",5
"1713","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",91,1259,"Yes",13
"1714","Male","No","No","No","One line","DSL","Electronic check",45,44.75,"No",1
"1715","Female","Yes","No","No","One line","Fiber optic","Electronic check",94,1511.2,"Yes",16
"1716","Male","No","Yes","Yes","One line","DSL","Bank transfer",55,2549.1,"No",46
"1717","Male","No","Yes","No","One line","None","Credit card",21,51.15,"Yes",2
"1718","Male","No","No","No","One line","Fiber optic","Bank transfer",95,2142.8,"No",22
"1719","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",104,2470.1,"Yes",23
"1720","Male","Yes","No","No","One line","Fiber optic","Electronic check",86,408.5,"No",4
"1721","Male","No","No","No","One line","None","Electronic check",20,63,"No",3
"1722","Female","No","No","No","One line","None","Mailed check",20,84.5,"No",4
"1723","Female","No","No","No","Two-plus lines","DSL","Electronic check",64,155.65,"Yes",2
"1724","Male","No","No","No","One line","Fiber optic","Mailed check",90,4667,"No",51
"1725","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",78,2135.5,"Yes",27
"1726","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",74,74.5,"Yes",1
"1727","Male","No","Yes","Yes","One line","DSL","Bank transfer",62,750.1,"No",12
"1728","Female","No","No","Yes","Two-plus lines","DSL","Mailed check",50,1655.35,"No",33
"1729","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",104,2200.25,"Yes",21
"1730","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94,196.75,"Yes",2
"1731","Male","No","No","No","One line","DSL","Bank transfer",49,1237.3,"No",25
"1732","Male","No","No","No","None","DSL","Mailed check",37,108.7,"Yes",2
"1733","Female","No","No","Yes","Two-plus lines","None","Mailed check",25,84.2,"No",3
"1734","Female","No","Yes","Yes","One line","DSL","Electronic check",76,554.05,"No",7
"1735","Male","No","No","No","One line","DSL","Mailed check",45,74.9,"Yes",1
"1736","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,4680.05,"Yes",46
"1737","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",86,470.95,"Yes",5
"1738","Female","No","No","No","None","DSL","Electronic check",36,374,"No",10
"1739","Female","Yes","No","No","One line","Fiber optic","Electronic check",74,940.35,"Yes",12
"1740","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",99,918.75,"No",9
"1741","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",106,6281.45,"Yes",59
"1742","Male","No","No","No","One line","Fiber optic","Credit card",71,157.75,"No",2
"1743","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",74,4453.3,"No",59
"1744","Female","No","No","No","None","DSL","Credit card",51,1905.4,"No",37
"1745","Male","No","No","No","One line","DSL","Mailed check",44,278.4,"No",6
"1746","Female","No","Yes","Yes","One line","DSL","Bank transfer",50,962.9,"No",19
"1747","Male","No","No","Yes","None","DSL","Electronic check",44,1307.8,"No",29
"1748","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",90,5629.55,"No",62
"1749","Female","No","No","No","One line","Fiber optic","Electronic check",78,1358.6,"No",17
"1750","Female","Yes","Yes","No","One line","DSL","Electronic check",60,1259.35,"No",20
"1751","Male","No","No","Yes","One line","DSL","Bank transfer",49,235.2,"No",4
"1752","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,3588.4,"Yes",42
"1753","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",98,4993.4,"No",50
"1754","Female","Yes","No","No","One line","Fiber optic","Bank transfer",74,600.15,"No",8
"1755","Female","No","No","No","One line","Fiber optic","Electronic check",70,135.2,"No",1
"1756","Male","No","No","No","One line","DSL","Electronic check",56,291.45,"No",5
"1757","Female","No","No","No","One line","DSL","Electronic check",55,196.15,"Yes",3
"1758","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,5624.85,"Yes",53
"1759","Male","No","No","No","One line","None","Electronic check",20,251.65,"No",12
"1760","Male","No","No","No","One line","None","Bank transfer",20,327.45,"Yes",16
"1761","Female","No","Yes","Yes","Two-plus lines","DSL","Electronic check",72,2568.55,"Yes",35
"1762","Female","No","No","Yes","Two-plus lines","DSL","Mailed check",58,992.7,"No",17
"1763","Female","No","No","No","One line","Fiber optic","Bank transfer",70,69.7,"Yes",1
"1764","Male","No","No","No","None","DSL","Electronic check",36,1022.5,"No",28
"1765","Male","No","No","No","One line","Fiber optic","Electronic check",75,815.5,"Yes",10
"1766","Female","No","Yes","Yes","Two-plus lines","DSL","Credit card",59,2136.9,"No",35
"1767","Female","Yes","No","No","One line","Fiber optic","Electronic check",74,434.1,"Yes",5
"1768","Male","No","No","No","One line","Fiber optic","Electronic check",70,69.8,"Yes",1
"1769","Female","Yes","No","No","One line","DSL","Credit card",57,2250.65,"Yes",39
"1770","Female","No","No","No","One line","Fiber optic","Bank transfer",70,153.05,"Yes",2
"1771","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,1350.15,"Yes",15
"1772","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",89,1594.75,"No",17
"1773","Female","Yes","No","No","One line","DSL","Electronic check",55,731.3,"No",13
"1774","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,6039.9,"Yes",59
"1775","Male","No","No","No","None","DSL","Bank transfer",45,1156.55,"No",25
"1776","Female","Yes","Yes","No","One line","Fiber optic","Bank transfer",88,2191.15,"No",24
"1777","Female","No","No","No","One line","Fiber optic","Electronic check",80,146.05,"Yes",1
"1778","Male","No","Yes","No","One line","Fiber optic","Credit card",85,999.8,"No",11
"1779","Female","No","No","No","One line","DSL","Electronic check",46,84.4,"No",1
"1780","Male","No","No","No","One line","None","Electronic check",19,112.3,"Yes",5
"1781","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",75,1129.35,"No",15
"1782","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",80,830.7,"Yes",10
"1783","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",73,1194.3,"Yes",16
"1784","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,474.8,"Yes",5
"1785","Female","No","No","Yes","One line","Fiber optic","Electronic check",70,69.65,"Yes",1
"1786","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",103,7101.5,"Yes",68
"1787","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",101,6164.7,"No",60
"1788","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",90,4547.25,"Yes",50
"1789","Male","No","No","No","One line","None","Mailed check",20,78.3,"No",3
"1790","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",92,1574.45,"Yes",17
"1791","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",83,1185,"No",14
"1792","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",107,5118.95,"Yes",47
"1793","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",97,500.1,"No",5
"1794","Female","No","Yes","No","One line","DSL","Electronic check",44,483.7,"Yes",10
"1795","Male","No","No","No","One line","None","Mailed check",20,181.8,"No",8
"1796","Female","No","No","No","One line","DSL","Electronic check",44,405.7,"No",9
"1797","Female","No","No","No","One line","Fiber optic","Bank transfer",80,846,"Yes",10
"1798","Female","No","Yes","Yes","One line","DSL","Electronic check",56,2499.3,"Yes",44
"1799","Female","No","No","No","None","DSL","Electronic check",49,649.4,"No",13
"1800","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,246.3,"Yes",3
"1801","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",92,1540.05,"No",16
"1802","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",74,325.45,"Yes",4
"1803","Female","No","No","No","One line","Fiber optic","Electronic check",79,246.5,"Yes",3
"1804","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",105,545.2,"Yes",5
"1805","Female","No","No","No","One line","None","Mailed check",20,19.6,"Yes",1
"1806","Female","No","Yes","Yes","None","DSL","Credit card",30,91.7,"Yes",3
"1807","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101,2440.15,"Yes",24
"1808","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",98,2514.5,"Yes",25
"1809","Male","No","No","No","One line","Fiber optic","Electronic check",70,69.85,"Yes",1
"1810","Male","No","Yes","Yes","One line","DSL","Bank transfer",45,369.15,"No",8
"1811","Female","Yes","No","No","One line","Fiber optic","Electronic check",81,1671.6,"No",20
"1812","Female","No","No","No","One line","Fiber optic","Electronic check",81,81.1,"Yes",1
"1813","Male","No","Yes","No","One line","None","Bank transfer",20,471.55,"No",23
"1814","Male","No","No","No","None","DSL","Electronic check",30,226.45,"Yes",7
"1815","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",94,635.6,"Yes",6
"1816","Male","No","No","No","None","DSL","Electronic check",39,2111.45,"Yes",53
"1817","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",70,147.15,"Yes",2
"1818","Male","Yes","No","No","One line","Fiber optic","Electronic check",79,1156.1,"Yes",14
"1819","Female","No","No","No","One line","Fiber optic","Mailed check",88,788.6,"No",8
"1820","Female","No","No","No","One line","None","Mailed check",20,20.35,"No",1
"1821","Male","No","Yes","No","Two-plus lines","Fiber optic","Mailed check",89,3000.25,"No",33
"1822","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",80,502.85,"Yes",6
"1823","Female","No","Yes","Yes","One line","DSL","Electronic check",56,734.35,"Yes",13
"1824","Female","No","Yes","No","One line","DSL","Bank transfer",81,580.1,"No",7
"1825","Female","No","Yes","No","One line","Fiber optic","Credit card",96,1745.5,"No",18
"1826","Female","No","Yes","Yes","One line","DSL","Mailed check",46,285.2,"No",6
"1827","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",74,1284.2,"Yes",17
"1828","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",96,3915.4,"No",40
"1829","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",103,2110.15,"Yes",20
"1830","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,1789.25,"Yes",18
"1831","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",88,1500.5,"No",17
"1832","Male","No","No","No","One line","None","Mailed check",20,20.05,"No",1
"1833","Male","No","No","No","Two-plus lines","DSL","Bank transfer",62,118.3,"Yes",1
"1834","Male","No","No","No","One line","None","Mailed check",19,19.3,"Yes",1
"1835","Male","No","No","No","One line","DSL","Mailed check",45,96.45,"Yes",2
"1836","Male","No","No","No","Two-plus lines","DSL","Electronic check",67,832.3,"No",12
"1837","Female","No","No","No","One line","Fiber optic","Electronic check",88,2724.25,"No",31
"1838","Female","No","No","No","One line","DSL","Electronic check",52,52.2,"Yes",1
"1839","Female","Yes","No","No","Two-plus lines","DSL","Electronic check",56,580.8,"No",10
"1840","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",100,1992.55,"No",19
"1841","Male","Yes","No","No","One line","DSL","Electronic check",45,770.6,"Yes",17
"1842","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",96,3930.6,"No",41
"1843","Female","No","No","No","One line","None","Electronic check",20,61.05,"No",3
"1844","Female","No","No","Yes","One line","None","Mailed check",20,170.9,"No",8
"1845","Male","No","Yes","Yes","One line","DSL","Electronic check",57,990.85,"Yes",17
"1846","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89,179.25,"Yes",2
"1847","Male","No","Yes","No","None","DSL","Bank transfer",55,2978.3,"Yes",54
"1848","Male","No","No","No","One line","DSL","Electronic check",55,1715.65,"Yes",31
"1849","Female","No","No","No","One line","Fiber optic","Electronic check",70,70.1,"Yes",1
"1850","Female","No","Yes","No","One line","Fiber optic","Electronic check",69,1554,"Yes",22
"1851","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",85,906.85,"Yes",10
"1852","Male","Yes","No","No","One line","DSL","Electronic check",45,45.2,"No",1
"1853","Male","No","Yes","Yes","Two-plus lines","DSL","Credit card",64,316.9,"No",4
"1854","Male","No","No","No","None","DSL","Mailed check",34,550.35,"No",16
"1855","Female","No","Yes","Yes","One line","None","Electronic check",20,417.65,"No",20
"1856","Female","Yes","No","No","One line","Fiber optic","Electronic check",80,195.05,"Yes",2
"1857","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",107,2172.05,"No",20
"1858","Female","No","No","No","None","DSL","Mailed check",36,363.15,"No",10
"1859","Male","No","No","Yes","One line","None","Mailed check",20,100.9,"No",5
"1860","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",85,3862.55,"Yes",45
"1861","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,4445.3,"No",46
"1862","Male","Yes","No","No","Two-plus lines","DSL","Bank transfer",70,3454.6,"No",49
"1863","Male","No","No","No","One line","DSL","Mailed check",56,55.55,"No",1
"1864","Male","No","No","Yes","None","DSL","Electronic check",25,24.75,"Yes",1
"1865","Male","No","Yes","Yes","One line","None","Mailed check",20,144.35,"No",7
"1866","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",98,2515.3,"Yes",25
"1867","Female","No","Yes","No","One line","Fiber optic","Electronic check",80,194.55,"No",2
"1868","Male","No","No","No","One line","None","Mailed check",20,20.5,"Yes",1
"1869","Male","No","No","No","One line","DSL","Mailed check",79,1902,"No",24
"1870","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",76,302.35,"No",3
"1871","Female","No","No","No","Two-plus lines","DSL","Mailed check",50,50.1,"Yes",1
"1872","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85,360.1,"Yes",4
"1873","Male","No","No","No","One line","Fiber optic","Electronic check",70,70.4,"Yes",1
"1874","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94,4107.3,"No",43
"1875","Female","No","Yes","Yes","One line","None","Mailed check",19,19.45,"Yes",1
"1876","Female","No","No","No","One line","Fiber optic","Electronic check",70,281,"Yes",3
"1877","Female","No","Yes","Yes","One line","DSL","Mailed check",65,663.05,"Yes",10
"1878","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",82,2570.2,"No",31
"1879","Female","No","No","No","One line","None","Credit card",19,232.1,"No",11
"1880","Male","No","No","No","One line","Fiber optic","Electronic check",75,144.8,"No",1
"1881","Male","No","Yes","Yes","One line","None","Bank transfer",20,20.15,"No",1
"1882","Male","Yes","No","No","One line","None","Bank transfer",20,94.15,"No",4
"1883","Male","No","No","No","One line","None","Mailed check",20,20.2,"Yes",1
"1884","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",81,371.65,"Yes",4
"1885","Female","No","No","No","One line","DSL","Mailed check",65,2586,"No",39
"1886","Female","No","No","Yes","One line","DSL","Electronic check",60,60,"Yes",1
"1887","Male","No","Yes","Yes","One line","None","Bank transfer",20,174.7,"No",8
"1888","Female","No","No","No","One line","None","Mailed check",20,19.9,"Yes",1
"1889","Female","No","Yes","Yes","None","DSL","Electronic check",30,346.45,"No",11
"1890","Male","No","No","Yes","One line","None","Bank transfer",19,159.2,"No",8
"1891","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",100,3734.25,"Yes",37
"1892","Male","No","Yes","Yes","One line","None","Mailed check",21,635.9,"No",30
"1893","Female","No","Yes","No","One line","Fiber optic","Electronic check",69,68.95,"Yes",1
"1894","Male","No","No","No","One line","Fiber optic","Electronic check",80,324.3,"Yes",4
"1895","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",90,2723.15,"No",30
"1896","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",90,743.75,"No",8
"1897","Female","No","Yes","No","None","DSL","Electronic check",25,99.95,"No",3
"1898","Male","Yes","No","No","One line","DSL","Electronic check",45,93.7,"Yes",2
"1899","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",79,1676.95,"Yes",21
"1900","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",81,818.05,"Yes",10
"1901","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,2983.8,"Yes",29
"1902","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",80,2265.25,"Yes",28
"1903","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",79,1520.9,"Yes",19
"1904","Male","No","No","No","None","DSL","Mailed check",25,476.8,"No",18
"1905","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",90,2901.8,"No",32
"1906","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",84,1058.6,"Yes",12
"1907","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101,819.4,"Yes",8
"1908","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,2043.45,"Yes",24
"1909","Female","Yes","No","No","One line","Fiber optic","Electronic check",82,1820.9,"No",22
"1910","Female","No","No","No","One line","Fiber optic","Credit card",75,2971.7,"No",39
"1911","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",86,86.05,"Yes",1
"1912","Male","No","No","No","One line","DSL","Mailed check",52,1023.85,"No",19
"1913","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",80,1267.95,"No",15
"1914","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",96,4399.5,"Yes",45
"1915","Male","No","No","Yes","Two-plus lines","None","Credit card",24,439.2,"No",18
"1916","Male","No","Yes","Yes","One line","Fiber optic","Credit card",95,2649.15,"Yes",27
"1917","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",84,5588.8,"No",66
"1918","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",105,5841.35,"No",55
"1919","Female","Yes","No","No","One line","Fiber optic","Electronic check",86,86,"Yes",1
"1920","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",76,2868.15,"Yes",37
"1921","Female","No","No","No","One line","DSL","Bank transfer",45,44.9,"Yes",1
"1922","Female","Yes","No","No","One line","Fiber optic","Electronic check",89,567.8,"No",6
"1923","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",89,413.25,"No",4
"1924","Female","Yes","No","No","One line","Fiber optic","Electronic check",74,196.4,"No",2
"1925","Female","No","No","No","One line","DSL","Electronic check",44,44.1,"Yes",1
"1926","Male","No","No","No","One line","Fiber optic","Credit card",74,956.65,"No",12
"1927","Male","No","No","No","One line","None","Electronic check",20,185.4,"No",9
"1928","Female","Yes","No","No","One line","Fiber optic","Electronic check",70,69.65,"Yes",1
"1929","Male","No","No","No","One line","Fiber optic","Electronic check",90,2238.5,"Yes",24
"1930","Male","No","No","No","One line","None","Mailed check",20,20,"Yes",1
"1931","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",92,3875.4,"No",42
"1932","Male","No","No","No","One line","None","Credit card",20,300.4,"No",15
"1933","Male","Yes","Yes","Yes","None","DSL","Bank transfer",35,362.6,"No",10
"1934","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",70,2347.9,"Yes",33
"1935","Female","Yes","No","No","One line","Fiber optic","Electronic check",87,713.6,"No",8
"1936","Male","No","No","No","One line","None","Mailed check",20,19.8,"Yes",1
"1937","Male","Yes","Yes","No","One line","None","Mailed check",20,214.75,"Yes",10
"1938","Female","No","No","No","One line","None","Mailed check",20,20.15,"Yes",1
"1939","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",99,2862.75,"Yes",29
"1940","Male","No","Yes","No","One line","None","Mailed check",19,126.05,"Yes",6
"1941","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",79,661.25,"Yes",8
"1942","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",95,94.6,"Yes",1
"1943","Female","No","No","Yes","Two-plus lines","Fiber optic","Credit card",87,2697.4,"Yes",31
"1944","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",85,84.6,"No",1
"1945","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",90,5044.8,"No",55
"1946","Male","No","No","No","One line","DSL","Credit card",53,188.7,"Yes",3
"1947","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84,453.75,"Yes",5
"1948","Male","No","No","Yes","One line","Fiber optic","Electronic check",70,220.1,"Yes",3
"1949","Female","No","No","No","One line","DSL","Bank transfer",66,1679.65,"No",25
"1950","Male","No","No","No","Two-plus lines","DSL","Credit card",59,939.7,"Yes",16
"1951","Female","No","Yes","No","One line","DSL","Mailed check",49,1498.55,"No",30
"1952","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",91,171.45,"No",1
"1953","Female","No","No","No","One line","DSL","Mailed check",54,53.55,"Yes",1
"1954","Male","No","No","No","Two-plus lines","DSL","Mailed check",56,969.85,"No",17
"1955","Male","Yes","Yes","No","One line","Fiber optic","Credit card",96,181.65,"No",1
"1956","Female","No","No","No","One line","DSL","Electronic check",72,923.85,"No",12
"1957","Female","No","No","No","One line","None","Mailed check",20,199.45,"No",10
"1958","Male","No","No","No","Two-plus lines","DSL","Electronic check",59,1611.65,"No",27
"1959","Female","No","No","No","One line","DSL","Bank transfer",60,1646.45,"No",27
"1960","Female","No","Yes","Yes","One line","None","Mailed check",19,180.3,"Yes",9
"1961","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",98,3410,"No",34
"1962","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",75,2659.45,"No",35
"1963","Male","No","No","No","None","DSL","Electronic check",49,1701.65,"No",34
"1964","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89,355.2,"Yes",3
"1965","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",86,381.3,"Yes",4
"1966","Male","No","No","No","One line","DSL","Credit card",64,195.65,"No",3
"1967","Male","No","Yes","Yes","One line","DSL","Electronic check",49,340.25,"Yes",6
"1968","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",101,3496.3,"Yes",34
"1969","Female","No","Yes","No","One line","DSL","Credit card",45,80.55,"Yes",1
"1970","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",95,2724.6,"Yes",28
"1971","Male","Yes","Yes","No","None","DSL","Credit card",34,577.15,"No",16
"1972","Female","No","Yes","Yes","Two-plus lines","DSL","Bank transfer",65,3687.85,"No",56
"1973","Male","No","No","No","One line","Fiber optic","Mailed check",70,207.4,"No",2
"1974","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",103,5138.1,"No",50
"1975","Female","No","No","No","One line","None","Mailed check",20,40.9,"No",2
"1976","Male","No","No","No","None","DSL","Credit card",25,382.8,"No",15
"1977","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",75,75.35,"Yes",1
"1978","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",96,6503.2,"No",67
"1979","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",84,2281.6,"No",27
"1980","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100,3096.9,"No",30
"1981","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",94,4733.1,"No",50
"1982","Male","No","Yes","Yes","One line","DSL","Mailed check",54,1647,"No",30
"1983","Male","No","No","No","None","DSL","Mailed check",30,255.25,"Yes",8
"1984","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,1968.1,"No",23
"1985","Female","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",86,4902.8,"No",57
"1986","Female","No","No","No","Two-plus lines","None","Mailed check",24,270.15,"No",11
"1987","Female","No","Yes","Yes","One line","DSL","Bank transfer",66,1923.5,"No",29
