"","is_senior_citizen","monthly_charges","total_charges","churn","payment_type_Bank transfer (automatic)","payment_type_Credit card (automatic)","payment_type_Electronic check","phone_service_1","phone_service_2","internet_service_1","internet_service_2","tenure"
"886",0,80.25,1861.5,1,0,0,1,0,1,0,1,23
"887",0,104.25,6812.95,0,0,0,1,0,1,0,1,65
"888",0,84.75,3050.15,1,0,0,1,0,1,0,1,35
"889",0,80.4,4981.15,0,1,0,0,1,0,1,0,61
"890",0,19.9,19.9,0,0,0,0,1,0,0,0,1
"891",0,104.1,541.9,1,0,0,0,0,1,0,1,5
"892",0,93,2248.05,0,0,0,1,0,1,0,1,24
"893",0,20.25,208,0,0,0,0,1,0,0,0,10
"894",0,44.35,81.25,1,0,0,1,1,0,1,0,1
"895",0,66.25,546.45,0,0,0,1,1,0,1,0,8
"896",1,91,3180.5,0,0,1,0,0,1,0,1,34
"897",1,104.35,6578.55,0,0,0,1,0,1,0,1,63
"898",0,84.85,523.5,1,0,0,1,1,0,0,1,6
"899",0,53.5,53.5,1,0,0,0,1,0,1,0,1
"900",0,95.3,5817.7,0,0,0,1,1,0,0,1,61
"901",0,49.35,219.65,1,0,0,1,1,0,1,0,4
"902",0,20,61.7,0,0,0,0,1,0,0,0,3
"903",1,80.45,583.45,1,0,1,0,1,0,0,1,7
"904",1,70.15,916.75,1,0,0,1,1,0,0,1,13
"905",0,61.9,2924.05,0,0,0,0,1,0,1,0,47
"906",1,34.7,329.8,1,0,0,1,0,0,1,0,9
"907",0,20.4,42.9,0,0,0,0,1,0,0,0,2
"908",1,74.7,74.7,0,0,0,1,1,0,0,1,1
"909",0,19.75,208.25,0,0,1,0,1,0,0,0,10
"910",0,101.05,2391.8,1,0,0,1,0,1,0,1,23
"911",0,54.45,1127.35,1,0,0,1,0,1,1,0,20
"912",0,39.2,849.9,0,0,0,1,0,0,1,0,21
"913",1,102.6,4009.2,0,0,0,1,0,1,0,1,39
"914",0,20.25,109.8,0,0,0,0,1,0,0,0,5
"915",1,98.25,560.6,1,0,0,1,0,1,0,1,5
"916",0,70.3,70.3,1,0,0,1,1,0,0,1,1
"917",0,56.8,1074.65,0,0,1,0,0,1,1,0,18
"918",1,101.4,6841.05,0,0,1,0,0,1,0,1,67
"919",0,75.45,3545.1,0,0,1,0,1,0,0,1,46
"920",1,98.1,1060.2,1,0,0,1,0,1,0,1,10
"921",0,84.75,2613.4,0,0,1,0,0,1,0,1,30
"922",0,64.05,733.95,0,1,0,0,1,0,1,0,11
"923",1,55.8,2109.35,1,0,0,1,0,0,1,0,37
"924",1,75.2,775.3,0,0,1,0,0,1,0,1,10
"925",0,92.5,452.7,1,0,0,1,0,1,0,1,4
"926",0,19.75,19.75,0,0,0,0,1,0,0,0,1
"927",0,19.65,169.75,0,0,1,0,1,0,0,0,8
"928",0,74.3,74.3,0,0,0,0,1,0,0,1,1
"929",0,91,531,1,0,0,1,1,0,0,1,5
"930",1,101.85,4086.3,1,0,0,1,0,1,0,1,40
"931",0,73.65,1642.75,0,0,1,0,0,1,1,0,22
"932",0,95,2852.4,0,0,1,0,0,1,0,1,30
"933",0,76,2215.25,0,0,1,0,0,1,0,1,29
"934",0,44.3,2666.75,0,0,0,1,0,0,1,0,60
"935",1,83.75,3273.55,1,1,0,0,0,1,0,1,39
"936",0,20.65,20.65,0,0,0,0,1,0,0,0,1
"937",0,44.8,169.65,0,0,0,1,1,0,1,0,3
"938",0,70,740,1,0,0,1,1,0,0,1,10
"939",0,19.55,658.95,1,0,0,0,1,0,0,0,33
"940",0,35.1,68.75,1,0,0,1,0,0,1,0,1
"941",0,44.55,174.3,1,0,0,1,0,0,1,0,3
"942",0,90.65,2989.6,0,0,0,1,0,1,0,1,32
"943",0,70.2,760.05,0,0,0,1,1,0,0,1,10
"944",1,86.8,1975.85,0,0,0,1,0,1,0,1,22
"945",0,98.15,567.45,1,1,0,0,1,0,0,1,5
"946",1,69.55,69.55,1,0,0,1,1,0,0,1,1
"947",0,95.7,1451.1,0,0,0,1,0,1,0,1,15
"948",0,79.5,79.5,1,0,0,1,1,0,0,1,1
"949",1,75.45,158.4,1,0,0,0,0,1,0,1,2
"950",1,54.6,1803.7,0,0,0,1,0,0,1,0,33
"951",0,99.25,3777.15,1,1,0,0,0,1,0,1,38
"952",0,109.45,6572.85,0,1,0,0,0,1,0,1,60
"953",0,76.1,2093.4,0,0,0,1,1,0,0,1,27
"954",1,76.45,1233.4,1,0,0,1,1,0,0,1,16
"955",0,30.2,469.65,0,1,0,0,0,0,1,0,15
"956",0,24.7,24.7,0,0,0,0,0,0,1,0,1
"957",0,19.95,19.95,0,0,1,0,1,0,0,0,1
"958",1,84.05,186.05,0,0,0,1,0,1,0,1,2
"959",0,24.05,24.05,1,0,0,0,0,1,0,0,1
"960",0,70.2,237.95,1,0,0,1,1,0,0,1,3
"961",0,99.5,3762,1,0,0,1,0,1,0,1,37
"962",1,91.05,4370.75,0,0,1,0,0,1,0,1,48
"963",0,69,506.9,1,0,0,1,1,0,0,1,7
"964",0,19.55,19.55,0,0,1,0,1,0,0,0,1
"965",0,50.6,1073.3,0,0,0,1,0,0,1,0,21
"966",0,70.45,70.45,0,1,0,0,1,0,1,0,1
"967",0,30.4,1621.35,0,0,0,1,0,0,1,0,53
"968",0,111.5,4915.15,0,0,0,1,0,1,0,1,44
"969",0,24.75,66.95,1,0,0,1,0,0,1,0,2
"970",0,20.35,20.35,0,0,0,0,1,0,0,0,1
"971",0,101.4,3143.65,0,0,0,1,1,0,0,1,31
"972",0,96.55,1901.65,0,0,0,1,1,0,0,1,19
"973",0,43.8,540.95,0,1,0,0,1,0,1,0,12
"974",0,30.5,208.7,1,0,1,0,0,0,1,0,6
"975",0,49,49,0,0,1,0,1,0,1,0,1
"976",0,70.05,266.9,1,0,1,0,1,0,0,1,3
"977",0,77.15,77.15,1,0,0,1,0,1,0,1,1
"978",0,100.15,1164.3,1,1,0,0,0,1,0,1,11
"979",0,81,340.85,1,0,0,1,1,0,0,1,4
"980",1,107.5,7713.55,0,0,0,1,0,1,0,1,71
"981",0,72.75,2447.45,0,1,0,0,0,1,1,0,33
"982",0,70.15,70.15,1,0,0,0,1,0,0,1,1
"983",0,20.85,72,0,0,0,0,1,0,0,0,3
"984",0,49.65,2553.35,0,0,0,1,0,0,1,0,51
"985",0,50.9,225.6,1,0,0,1,0,1,1,0,4
"986",1,100.05,6871.9,1,0,1,0,0,1,0,1,68
"987",1,69.6,69.6,1,0,0,1,1,0,0,1,1
"988",0,48.55,201,1,0,0,1,0,0,1,0,4
"989",0,46.1,130.15,0,0,0,0,1,0,1,0,2
"990",0,19.65,38.8,0,0,0,0,1,0,0,0,1
"991",0,79.5,2180.55,1,0,0,1,0,1,0,1,27
"992",1,85.05,746.5,1,0,0,1,0,1,0,1,8
"993",0,94.25,669,1,0,0,1,1,0,0,1,7
"994",0,19.9,19.9,0,1,0,0,1,0,0,0,1
"995",1,74.45,1145.7,1,0,0,0,0,1,0,1,15
"996",0,100.2,420.2,1,0,0,1,0,1,0,1,4
"997",1,84.95,2169.75,1,0,0,1,1,0,0,1,25
"998",0,88.85,929.45,0,0,0,1,1,0,0,1,10
"999",1,95.35,898.35,1,0,0,1,0,1,0,1,9
"1000",1,98.1,2510.7,0,1,0,0,0,1,0,1,25
"1001",0,20.45,20.45,0,0,0,0,1,0,0,0,1
"1002",0,100.05,4834,0,0,1,0,1,0,0,1,48
"1003",0,81.3,3190.65,0,0,1,0,0,1,0,1,39
"1004",0,25.15,25.15,1,0,0,1,0,0,1,0,1
"1005",0,91.1,455.3,1,0,0,1,1,0,0,1,4
"1006",0,44.75,44.75,0,0,0,0,1,0,1,0,1
"1007",0,88.8,3340.55,0,0,0,1,0,1,0,1,37
"1008",0,80.3,324.2,0,0,0,0,0,1,0,1,4
"1009",1,99.65,6951.15,0,0,1,0,0,1,0,1,69
"1010",1,98.9,5780.7,0,0,0,1,0,1,0,1,58
"1011",1,89.45,2807.65,0,0,0,1,0,1,0,1,31
"1012",0,20.3,20.3,0,0,0,0,1,0,0,0,1
"1013",0,55.7,335.65,0,1,0,0,1,0,1,0,6
"1014",0,84.45,2467.1,1,0,0,1,0,1,0,1,29
"1015",0,33.6,2117.2,0,1,0,0,0,0,1,0,63
"1016",1,91.7,2758.15,1,0,1,0,0,1,0,1,30
"1017",0,89.1,2368.4,1,0,0,1,0,1,0,1,26
"1018",1,79.55,718.55,0,0,0,1,1,0,0,1,9
"1019",0,85.35,758.6,1,0,0,1,0,1,0,1,8
"1020",1,101.45,2948.6,0,1,0,0,1,0,0,1,29
"1021",0,25.75,25.75,0,0,0,0,0,1,0,0,1
"1022",0,79.55,958.25,0,0,1,0,0,1,0,1,12
"1023",0,73.85,926.25,1,0,0,1,1,0,0,1,12
"1024",0,105.35,3540.65,0,0,0,1,0,1,0,1,33
"1025",0,20.75,20.75,0,0,1,0,1,0,0,0,1
"1026",0,51.65,524.5,0,0,0,0,1,0,1,0,10
"1027",0,25.7,25.7,0,0,0,1,0,1,0,0,1
"1028",0,86.1,3551.65,0,0,1,0,1,0,0,1,41
"1029",0,20.05,163.6,0,0,0,0,1,0,0,0,8
"1030",1,46,181.6,1,0,0,1,1,0,1,0,3
"1031",0,93.85,1625.65,1,0,0,1,1,0,0,1,17
"1032",0,48.95,273.25,0,0,1,0,0,1,1,0,5
"1033",1,94,181.7,1,0,0,1,0,1,0,1,1
"1034",1,49.55,49.55,1,0,0,1,1,0,1,0,1
"1035",0,90.75,90.75,1,0,0,1,1,0,0,1,1
"1036",0,20.5,104.3,0,0,0,0,1,0,0,0,5
"1037",0,45.25,85.5,1,0,0,1,0,0,1,0,1
"1038",0,80.55,184.1,1,0,0,1,1,0,0,1,2
"1039",1,82.65,1470.05,0,0,1,0,0,1,0,1,17
"1040",0,20.35,122,0,0,1,0,1,0,0,0,5
"1041",0,24,226.55,0,0,0,1,0,1,0,0,9
"1042",0,50.15,50.15,0,0,0,1,0,1,1,0,1
"1043",1,100.15,908.55,0,0,1,0,0,1,0,1,9
"1044",0,95.2,930.4,1,0,0,1,0,1,0,1,9
"1045",0,77.65,714.15,1,1,0,0,1,0,0,1,9
"1046",1,74.7,165.4,1,0,0,1,1,0,0,1,2
"1047",1,43.35,371.4,0,0,0,0,0,0,1,0,8
"1048",0,29.1,688,0,0,0,1,0,0,1,0,23
"1049",1,83.05,1258.3,1,0,0,1,0,1,0,1,15
"1050",0,78.05,78.05,1,0,0,1,1,0,0,1,1
"1051",1,39.1,971.3,1,1,0,0,0,0,1,0,24
"1052",0,36,780.15,0,0,0,0,0,0,1,0,21
"1053",0,58.95,601.6,0,0,0,0,0,1,1,0,10
"1054",1,104.95,5222.35,0,0,0,1,0,1,0,1,49
"1055",0,80.35,253.8,0,0,0,1,1,0,0,1,3
"1056",0,20.15,238.15,0,1,0,0,1,0,0,0,11
"1057",0,83.4,83.4,0,0,0,0,1,0,0,1,1
"1058",0,20.5,76.95,0,0,0,1,1,0,0,0,3
"1059",0,80.3,4896.35,0,0,1,0,1,0,0,1,60
"1060",1,69.35,341.6,0,0,0,1,1,0,0,1,4
"1061",0,100.3,4222.95,0,0,0,1,0,1,0,1,42
"1062",0,74.75,238.1,0,0,0,0,1,0,0,1,3
"1063",0,54.95,1348.5,0,0,0,1,1,0,1,0,24
"1064",0,101.35,3334.9,0,0,0,1,0,1,0,1,32
"1065",0,50.15,762.25,1,0,0,1,1,0,1,0,15
"1066",1,88.45,2130.55,0,1,0,0,1,0,0,1,24
"1067",0,20.05,20.05,0,0,0,0,1,0,0,0,1
"1068",1,70.25,331.9,1,0,0,0,1,0,0,1,4
"1069",0,45.55,597,1,0,1,0,0,0,1,0,13
"1070",0,95.05,1679.4,0,1,0,0,0,1,0,1,17
"1071",0,95.25,3314.15,0,0,0,1,0,1,0,1,34
"1072",1,29.8,220.45,0,1,0,0,0,0,1,0,7
"1073",0,81.4,3775.85,0,1,0,0,0,1,0,1,46
"1074",0,45,865.85,0,1,0,0,1,0,1,0,19
"1075",0,45.9,199.75,0,0,0,1,1,0,1,0,4
"1076",0,103.65,3988.5,0,0,0,1,0,1,0,1,38
"1077",0,19.9,57.4,0,0,0,1,1,0,0,0,2
"1078",0,45.05,45.05,1,0,0,0,1,0,1,0,1
"1079",0,84.1,4348.65,1,0,0,1,1,0,0,1,51
"1080",0,20.65,38.7,1,0,0,0,1,0,0,0,1
"1081",1,93.15,2231.05,1,0,0,1,1,0,0,1,23
"1082",0,75.35,3161.4,0,0,1,0,0,1,0,1,41
"1083",0,46.05,80.35,1,1,0,0,1,0,1,0,1
"1084",0,49.7,1218.25,0,0,0,0,1,0,1,0,24
"1085",1,99.8,4259.3,1,0,0,1,0,1,0,1,42
"1086",0,87.25,1258.6,1,0,0,1,0,1,0,1,14
"1087",0,56.15,1439.35,0,0,0,0,1,0,1,0,25
"1088",0,59.55,59.55,0,0,0,0,1,0,1,0,1
"1089",0,68.65,68.65,1,0,0,1,1,0,0,1,1
"1090",1,89.55,3856.75,1,0,0,0,1,0,0,1,43
"1091",1,85.8,1727.5,1,0,1,0,0,1,0,1,20
"1092",0,24.7,24.7,0,0,0,1,0,0,1,0,1
"1093",1,89.2,346.2,1,0,0,1,0,1,0,1,3
"1094",0,19.55,19.55,0,0,0,0,1,0,0,0,1
"1095",0,80.5,80.5,1,0,0,1,1,0,0,1,1
"1096",0,79.25,79.25,1,0,0,1,1,0,0,1,1
"1097",0,80.6,155.8,1,0,0,0,0,1,0,1,1
"1098",0,89.3,4016.85,1,0,1,0,0,1,0,1,44
"1099",0,84.85,3303.05,1,0,0,1,0,1,0,1,38
"1100",0,105.1,3634.8,0,0,0,1,1,0,0,1,34
"1101",0,85.95,1215.65,0,0,0,1,0,1,0,1,14
"1102",0,20.25,20.25,1,0,0,0,1,0,0,0,1
"1103",1,74.2,140.1,0,0,0,1,1,0,0,1,1
"1104",0,19.45,227.45,0,1,0,0,1,0,0,0,11
"1105",1,104.9,5913.95,0,1,0,0,0,1,0,1,56
"1106",0,70.3,2416.55,1,0,0,1,1,0,0,1,34
"1107",0,45.2,1841.9,0,1,0,0,1,0,1,0,40
"1108",0,34,853,1,1,0,0,0,0,1,0,25
"1109",0,69.8,146.65,0,0,0,1,1,0,0,1,2
"1110",0,44.55,44.55,0,0,0,1,1,0,1,0,1
"1111",0,70.4,154.8,0,0,1,0,1,0,0,1,2
"1112",0,34.85,1267.2,0,1,0,0,0,0,1,0,36
"1113",0,55.9,2184.35,1,0,0,1,0,0,1,0,39
"1114",0,80.55,1406.65,0,0,1,0,0,1,0,1,17
"1115",0,84.75,1651.95,0,0,0,1,0,1,0,1,19
"1116",0,76.65,333.6,1,1,0,0,1,0,0,1,4
"1117",0,69.95,69.95,0,0,1,0,1,0,0,1,1
"1118",1,83.45,3147.15,0,0,0,1,1,0,0,1,37
"1119",0,20.7,112.75,0,0,0,0,1,0,0,0,5
"1120",0,94.2,777.3,1,0,0,1,1,0,0,1,8
"1121",0,65.25,1994.3,1,0,1,0,0,1,1,0,30
"1122",1,59.9,788.35,0,0,0,1,1,0,1,0,13
"1123",0,110.1,4469.1,0,0,1,0,0,1,0,1,40
"1124",0,24.4,36.55,1,0,0,0,0,0,1,0,1
"1125",0,64.8,1166.7,0,0,0,1,0,1,1,0,18
"1126",0,33.45,1175.85,0,0,0,0,0,0,1,0,35
"1127",0,50.6,50.6,1,0,0,0,1,0,1,0,1
"1128",0,80.8,332.45,1,0,1,0,0,1,0,1,4
"1129",0,85.3,424.15,1,0,0,1,0,1,0,1,4
"1130",0,80.85,1400.85,1,0,0,1,1,0,0,1,17
"1131",0,20.2,20.2,1,1,0,0,1,0,0,0,1
"1132",1,78.85,1772.25,1,0,0,1,0,1,0,1,22
"1133",0,45.4,518.9,1,1,0,0,1,0,1,0,11
"1134",0,20.85,473.9,0,0,0,1,1,0,0,0,22
"1135",0,50.9,2333.85,0,1,0,0,0,0,1,0,45
"1136",0,85.3,781.4,0,0,1,0,1,0,0,1,9
"1137",0,80.35,307.4,1,0,0,1,1,0,0,1,3
"1138",0,85.95,2107.15,0,0,0,1,1,0,0,1,24
"1139",0,45.15,98.5,1,0,0,1,1,0,1,0,2
"1140",0,100.6,1060.2,1,0,0,1,0,1,0,1,10
"1141",0,51.4,96.8,0,0,0,1,0,0,1,0,1
"1142",0,78.75,995.35,0,0,0,1,0,1,1,0,12
"1143",1,91.95,3301.05,0,0,1,0,0,1,0,1,35
"1144",0,59.05,1253.5,0,0,0,0,0,1,1,0,21
"1145",0,94.4,1607.2,1,0,0,1,0,1,0,1,17
"1146",1,74.45,74.45,1,0,0,0,0,1,0,1,1
"1147",0,94,1078.9,1,0,0,1,0,1,0,1,11
"1148",0,73.55,145.4,1,1,0,0,1,0,0,1,1
"1149",0,95.4,293.15,0,0,0,1,1,0,0,1,3
"1150",0,74.8,321.9,1,1,0,0,1,0,0,1,4
"1151",0,93.5,2341.55,0,0,0,1,0,1,0,1,25
"1152",0,74.55,3015.75,0,0,0,1,0,1,1,0,40
"1153",1,90.85,6470.1,0,0,0,1,0,1,0,1,71
"1154",0,89.5,573.3,1,0,0,1,1,0,0,1,6
"1155",1,104.9,3351.55,1,0,0,1,0,1,0,1,31
"1156",1,103.95,2964.8,0,0,0,1,0,1,0,1,28
"1157",0,74.2,1993.25,0,0,0,1,0,1,0,1,26
"1158",0,95.15,2395.7,0,0,0,1,1,0,0,1,25
"1159",1,98.8,5617.75,1,0,0,1,0,1,0,1,56
"1160",0,103.65,5676.65,0,0,1,0,0,1,0,1,54
"1161",0,94.2,193.8,1,1,0,0,0,1,0,1,2
"1162",0,20.7,39.85,0,1,0,0,1,0,0,0,1
"1163",0,20,377.55,0,0,0,1,1,0,0,0,18
"1164",0,20.65,158.95,0,0,0,0,1,0,0,0,7
"1165",0,75.3,2263.4,0,0,1,0,1,0,0,1,30
"1166",0,33.75,1009.25,0,0,0,0,0,0,1,0,29
"1167",0,81.7,858.6,1,1,0,0,1,0,0,1,10
"1168",0,86.15,2745.7,1,0,1,0,0,1,0,1,31
"1169",0,89.9,89.9,1,0,0,1,1,0,0,1,1
"1170",0,74.85,572.45,0,0,0,1,0,1,0,1,7
"1171",0,44.95,431,1,0,0,0,1,0,1,0,9
"1172",0,20.05,20.05,0,0,0,0,1,0,0,0,1
"1173",0,66.15,2522.4,0,1,0,0,0,1,1,0,38
"1174",0,20.2,50.6,0,1,0,0,1,0,0,0,2
"1175",0,19.9,601.55,0,1,0,0,1,0,0,0,30
"1176",0,60.65,196.9,0,0,0,0,1,0,1,0,3
"1177",0,94.85,953.45,1,0,0,1,0,1,0,1,10
"1178",0,85.8,85.8,1,0,0,0,0,1,0,1,1
"1179",0,95.2,292.85,1,0,0,1,0,1,0,1,3
"1180",0,34.8,113.95,0,0,1,0,0,0,1,0,3
"1181",0,24.6,190.1,0,0,0,0,0,0,1,0,7
"1182",1,73.8,4003.85,0,0,1,0,1,0,0,1,54
"1183",0,25.15,331.85,0,1,0,0,0,0,1,0,13
"1184",0,69.2,944.65,0,0,0,0,0,1,1,0,13
"1185",0,19.9,283.75,0,0,0,0,1,0,0,0,14
"1186",0,93.8,4539.35,0,0,0,1,0,1,0,1,48
"1187",0,55.4,55.4,1,0,0,1,1,0,1,0,1
"1188",0,69.95,69.95,1,0,0,0,1,0,0,1,1
"1189",1,88.8,88.8,1,0,0,1,0,1,0,1,1
"1190",1,73.75,545.15,1,0,0,0,0,1,0,1,7
"1191",0,89.85,248.4,0,0,0,1,1,0,0,1,2
"1192",0,75.9,357.75,1,1,0,0,0,1,0,1,4
"1193",0,19.7,113.5,0,0,0,0,1,0,0,0,5
"1194",0,29.8,94.4,0,0,1,0,0,0,1,0,3
"1195",0,43.95,43.95,1,0,0,0,1,0,1,0,1
"1196",0,103.1,6595,0,1,0,0,0,1,0,1,63
"1197",0,79,929.3,0,1,0,0,0,1,0,1,11
"1198",0,60.95,134.6,0,1,0,0,0,1,1,0,2
"1199",0,20.3,20.3,0,0,1,0,1,0,0,0,1
"1200",0,35.45,35.45,1,0,0,1,0,0,1,0,1
"1201",0,74.15,1387,0,0,0,0,0,1,0,1,18
"1202",0,94.75,1691.9,0,0,0,1,0,1,0,1,17
"1203",0,78.1,947.3,1,1,0,0,1,0,0,1,12
"1204",1,104.3,2867.75,1,1,0,0,0,1,0,1,27
"1205",0,50.1,910.45,0,0,1,0,0,1,1,0,18
"1206",0,49.05,91.1,1,0,1,0,1,0,1,0,1
"1207",1,86.85,156.35,1,0,0,0,0,1,0,1,1
"1208",0,19.95,82.9,0,0,0,1,1,0,0,0,4
"1209",0,54.3,1296.8,0,0,0,1,1,0,1,0,23
"1210",0,85.2,627.4,1,0,1,0,0,1,0,1,7
"1211",0,55.8,274.35,0,0,0,0,1,0,1,0,4
"1212",0,52.15,2583.75,0,0,1,0,0,1,1,0,49
"1213",0,79.15,4018.55,0,1,0,0,1,0,0,1,50
"1214",0,80.55,188.1,0,0,1,0,0,1,0,1,2
"1215",1,44.85,2572.95,1,0,0,1,0,0,1,0,57
"1216",0,64.4,253,0,0,0,0,0,1,1,0,3
"1217",0,85.35,489.45,1,0,0,1,1,0,0,1,5
"1218",0,94.45,5124.6,1,0,0,1,0,1,0,1,54
"1219",0,88.35,1222.8,1,0,0,1,1,0,0,1,13
"1220",0,49.15,270.8,1,0,0,1,1,0,1,0,5
"1221",0,93.25,6669.45,0,1,0,0,0,1,0,1,71
"1222",0,20.1,20.1,1,0,0,0,1,0,0,0,1
"1223",0,90.05,4137.2,0,0,0,1,1,0,0,1,45
"1224",0,19.25,48.35,0,0,0,0,1,0,0,0,2
"1225",0,96,174.8,1,0,0,1,0,1,0,1,1
"1226",0,46.3,2546.85,0,1,0,0,0,0,1,0,55
"1227",0,90.05,3097,0,0,1,0,0,1,0,1,34
"1228",0,92.55,4779.45,0,0,0,1,1,0,0,1,51
"1229",0,53.75,3196,0,0,0,1,0,0,1,0,59
"1230",0,45.85,45.85,1,0,0,0,1,0,1,0,1
"1231",1,101.15,3741.85,0,0,0,1,0,1,0,1,36
"1232",0,104.95,6236.75,0,1,0,0,1,0,0,1,59
"1233",0,55.3,501.2,0,0,0,0,0,1,1,0,9
"1234",0,109.95,3782.4,0,0,0,1,0,1,0,1,34
"1235",0,71.35,71.35,1,0,0,1,1,0,0,1,1
"1236",0,100.25,100.25,1,0,1,0,0,1,0,1,1
"1237",1,64.95,1339.8,0,1,0,0,1,0,1,0,20
"1238",0,19.75,313.4,0,0,0,1,1,0,0,0,15
"1239",0,91.7,91.7,1,0,0,1,1,0,0,1,1
"1240",0,19.95,268.4,0,0,0,0,1,0,0,0,13
"1241",0,80.7,239.45,0,0,0,1,1,0,0,1,2
"1242",0,84.05,2909.95,0,0,0,0,1,0,0,1,34
"1243",0,84.4,4116.15,1,1,0,0,0,1,0,1,48
"1244",0,20.25,61.45,0,0,0,1,1,0,0,0,3
"1245",0,84.6,2088.05,0,0,0,0,0,1,0,1,24
"1246",1,105,2007.25,0,0,0,0,1,0,0,1,19
"1247",0,84.75,264.85,1,1,0,0,0,1,0,1,3
"1248",0,75.25,576.7,0,0,0,1,0,1,0,1,7
"1249",1,95.25,5427.05,1,1,0,0,0,1,0,1,56
"1250",0,75.25,3017.65,1,0,0,1,0,1,0,1,40
"1251",0,54.25,2538.2,0,0,0,1,0,1,1,0,46
"1252",0,98.55,2031.95,0,0,0,0,0,1,0,1,20
"1253",0,70.4,1214.05,1,1,0,0,1,0,0,1,17
"1254",1,94.45,742.95,1,0,1,0,1,0,0,1,7
"1255",0,51.1,1269.6,0,0,1,0,1,0,1,0,24
"1256",1,69.35,261.65,0,0,0,1,1,0,0,1,3
"1257",0,83.95,2254.2,1,0,0,1,0,1,0,1,26
"1258",0,70.3,132.4,0,0,0,1,1,0,1,0,1
"1259",0,74.5,609.9,1,0,0,1,1,0,0,1,8
"1260",0,31,95.05,1,0,0,0,0,0,1,0,3
"1261",0,70.25,70.25,1,0,0,1,1,0,0,1,1
"1262",0,20.2,20.2,0,0,0,0,1,0,0,0,1
"1263",1,85.55,851.75,1,0,0,1,0,1,0,1,9
"1264",0,78.45,330.05,1,0,0,1,0,1,0,1,4
"1265",1,88.2,1775.8,1,0,0,1,0,1,0,1,20
"1266",0,45.65,747.2,0,0,1,0,1,0,1,0,16
"1267",1,29.45,1459.35,0,0,1,0,0,0,1,0,49
"1268",1,44.7,276.5,0,0,1,0,1,0,1,0,6
"1269",1,95.65,3759.05,1,1,0,0,0,1,0,1,39
"1270",0,56.3,401.5,0,1,0,0,1,0,1,0,7
"1271",0,75.05,75.05,1,0,0,0,0,1,0,1,1
"1272",0,45.25,74.2,0,0,0,0,1,0,1,0,1
"1273",0,28.6,973.55,1,0,1,0,0,0,1,0,34
"1274",1,111.4,1183.05,0,0,0,1,0,1,0,1,10
"1275",1,72.6,154.3,0,0,0,0,0,1,0,1,2
"1276",1,76.4,76.4,1,0,0,0,1,0,0,1,1
"1277",0,66.1,1912.15,0,0,0,1,0,1,1,0,28
"1278",0,34.4,592.75,0,0,0,0,0,0,1,0,17
"1279",0,19.2,19.2,0,0,0,0,1,0,0,0,1
"1280",0,98.85,3145.9,0,0,1,0,0,1,0,1,31
"1281",1,79.3,2414.55,0,0,0,1,0,1,0,1,30
"1282",0,76,1130.85,1,0,0,0,0,1,0,1,14
"1283",0,93.5,4747.5,0,0,1,0,1,0,0,1,50
"1284",1,45.7,198,1,0,0,1,0,0,1,0,4
"1285",0,78.1,1122.4,0,0,0,1,1,0,0,1,14
"1286",0,19.5,413,0,1,0,0,1,0,0,0,21
"1287",0,92,266.8,0,0,0,1,1,0,0,1,2
"1288",1,95.45,3474.05,1,0,0,1,0,1,0,1,36
"1289",1,95.75,573.75,1,0,0,1,1,0,0,1,5
"1290",1,95.6,1273.3,0,0,0,1,0,1,0,1,13
"1291",0,96.9,2085.45,0,0,1,0,0,1,0,1,21
"1292",0,50.6,155.35,1,0,0,1,0,0,1,0,3
"1293",0,109.8,3587.25,1,0,0,0,0,1,0,1,32
"1294",0,49.95,49.95,1,1,0,0,0,1,1,0,1
"1295",1,110.45,3655.45,1,0,0,1,0,1,0,1,33
"1296",0,94.55,1173.55,0,0,0,1,0,1,0,1,12
"1297",0,20.2,55.7,0,0,0,1,1,0,0,0,2
"1298",0,49.55,393.45,0,1,0,0,1,0,1,0,7
"1299",1,48.35,810.7,1,0,0,1,0,0,1,0,16
"1300",0,80.1,2211.8,0,0,1,0,0,1,1,0,27
"1301",0,92.35,2602.9,1,0,0,0,1,0,0,1,28
"1302",1,54.1,889,0,0,0,1,0,1,1,0,16
"1303",0,102.65,4108.15,0,0,0,0,0,1,0,1,40
"1304",0,19.95,109.6,0,0,0,0,1,0,0,0,5
"1305",0,83.55,1329.15,0,0,0,1,1,0,0,1,15
"1306",0,85.45,2509.95,0,0,0,1,0,1,0,1,29
"1307",0,76.1,257.6,0,0,0,1,0,1,0,1,3
"1308",1,86.6,1281,1,0,0,1,0,1,0,1,14
"1309",0,19.2,19.2,0,0,0,0,1,0,0,0,1
"1310",0,89.4,1132.35,1,0,0,1,0,1,0,1,12
"1311",0,19.7,675.6,0,0,0,0,1,0,0,0,34
"1312",0,70.9,273,1,1,0,0,1,0,0,1,3
"1313",0,104.1,5135.15,0,0,0,1,0,1,0,1,49
"1314",0,18.8,251.25,0,0,0,0,1,0,0,0,13
"1315",0,94.85,462.8,1,1,0,0,0,1,0,1,4
"1316",1,105.5,829.55,1,0,0,1,0,1,0,1,7
"1317",0,50.15,2058.5,0,0,0,0,1,0,1,0,41
"1318",0,100.25,2387.75,1,0,0,1,0,1,0,1,23
"1319",1,91.3,1094.5,1,0,0,1,0,1,0,1,11
"1320",1,69.1,1474.75,1,0,0,1,1,0,0,1,21
