"","is_senior_citizen","churn","payment_type_Electronic check","phone_service_0","phone_service_1","internet_service_0","internet_service_1","tenure"
"1155",1,1,1,0,0,0,0,31.9499523355577
"1156",1,0,1,0,0,0,0,28.5214045214045
"1157",0,0,1,0,0,0,0,26.8632075471698
"1158",0,0,1,0,1,0,0,25.1781397792958
"1159",1,1,1,0,0,0,0,56.8598178137652
"1160",0,0,0,0,0,0,0,54.7674867342016
"1161",0,1,0,0,0,0,0,2.05732484076433
"1162",0,0,0,0,1,1,0,1.92512077294686
"1163",0,0,1,0,1,1,0,18.8775
"1164",0,0,0,0,1,1,0,7.69733656174334
"1165",0,0,0,0,1,0,0,30.058432934927
"1166",0,0,0,1,0,0,1,29.9037037037037
"1167",0,1,0,0,1,0,0,10.5091799265606
"1168",0,1,0,0,0,0,0,31.8711549622751
"1169",0,1,1,0,1,0,0,1
"1170",0,0,1,0,0,0,0,7.64796259185037
"1171",0,1,0,0,1,0,1,9.58843159065628
"1172",0,0,0,0,1,1,0,1
"1173",0,0,0,0,0,0,1,38.1315192743764
"1174",0,0,0,0,1,1,0,2.5049504950495
"1175",0,0,0,0,1,1,0,30.2286432160804
"1176",0,0,0,0,1,0,1,3.24649629018961
"1177",0,1,1,0,0,0,0,10.0521876647338
"1178",0,1,0,0,0,0,0,1
"1179",0,1,1,0,0,0,0,3.07615546218487
"1180",0,0,0,1,0,0,1,3.27442528735632
"1181",0,0,0,1,0,0,1,7.72764227642276
"1182",1,0,0,0,1,0,0,54.2527100271003
"1183",0,0,0,1,0,0,1,13.1948310139165
"1184",0,0,0,0,0,0,1,13.6510115606936
"1185",0,0,0,0,1,1,0,14.2587939698492
"1186",0,0,1,0,0,0,0,48.3939232409382
"1187",0,1,1,0,1,0,1,1
"1188",0,1,0,0,1,0,0,1
"1189",1,1,1,0,0,0,0,1
"1190",1,1,0,0,0,0,0,7.39186440677966
"1191",0,0,1,0,1,0,0,2.76460767946578
"1192",0,1,0,0,0,0,0,4.71343873517787
"1193",0,0,0,0,1,1,0,5.76142131979695
"1194",0,0,0,1,0,0,1,3.16778523489933
"1195",0,1,0,0,1,0,1,1
"1196",0,0,0,0,0,0,0,63.9670223084384
"1197",0,0,0,0,0,0,0,11.7632911392405
"1198",0,0,0,0,0,0,1,2.20836751435603
"1199",0,0,0,0,1,1,0,1
"1200",0,1,1,1,0,0,1,1
"1201",0,0,0,0,0,0,0,18.7053270397842
"1202",0,0,1,0,0,0,0,17.8564643799472
"1203",0,1,0,0,1,0,0,12.1293213828425
"1204",1,1,0,0,0,0,0,27.4952061361457
"1205",0,0,0,0,0,0,1,18.1726546906188
"1206",0,1,0,0,1,0,1,1.85728848114169
"1207",1,1,0,0,0,0,0,1.80023028209557
"1208",0,0,1,0,1,1,0,4.15538847117794
"1209",0,0,1,0,1,0,1,23.8821362799263
"1210",0,1,0,0,0,0,0,7.36384976525822
"1211",0,0,0,0,1,0,1,4.91666666666667
"1212",0,0,0,0,0,0,1,49.5445829338447
"1213",0,0,0,0,1,0,0,50.7713202779533
"1214",0,0,0,0,0,0,0,2.33519553072626
"1215",1,1,1,1,0,0,1,57.3678929765886
"1216",0,0,0,0,0,0,1,3.92857142857143
"1217",0,1,1,0,1,0,0,5.73462214411248
"1218",0,1,1,0,0,0,0,54.2572789835892
"1219",0,1,1,0,1,0,0,13.8404074702886
"1220",0,1,1,0,1,0,1,5.50966429298067
"1221",0,0,0,0,0,0,0,71.5222520107239
"1222",0,1,0,0,1,1,0,1
"1223",0,0,1,0,1,0,0,45.9433647973348
"1224",0,0,0,0,1,1,0,2.51168831168831
"1225",0,1,1,0,0,0,0,1.82083333333333
"1226",0,0,0,1,0,0,1,55.0075593952484
"1227",0,0,0,0,0,0,0,34.3920044419767
"1228",0,0,1,0,1,0,0,51.6418152350081
"1229",0,0,1,1,0,0,1,59.4604651162791
"1230",0,1,0,0,1,0,1,1
"1231",1,0,1,0,0,0,0,36.9930795847751
"1232",0,0,0,0,1,0,0,59.4259171033826
"1233",0,0,0,0,0,0,1,9.06329113924051
"1234",0,0,1,0,0,0,0,34.4010914051842
"1235",0,1,1,0,1,0,0,1
"1236",0,1,0,0,0,0,0,1
"1237",1,0,0,0,1,0,1,20.6281755196305
"1238",0,0,1,0,1,1,0,15.8683544303797
"1239",0,1,1,0,1,0,0,1
"1240",0,0,0,0,1,1,0,13.453634085213
"1241",0,0,1,0,1,0,0,2.96716232961586
"1242",0,0,0,0,1,0,0,34.6216537775134
"1243",0,1,0,0,0,0,0,48.7695497630332
"1244",0,0,1,0,1,1,0,3.03456790123457
"1245",0,0,0,0,0,0,0,24.6814420803783
"1246",1,0,0,0,1,0,0,19.1166666666667
"1247",0,1,0,0,0,0,0,3.12507374631268
"1248",0,0,1,0,0,0,0,7.66378737541528
"1249",1,1,0,0,0,0,0,56.9769028871391
"1250",0,1,1,0,0,0,0,40.1016611295681
"1251",0,0,1,0,0,0,1,46.7870967741935
"1252",0,0,0,0,0,0,0,20.6184677828513
"1253",0,1,0,0,1,0,0,17.2450284090909
"1254",1,1,0,0,1,0,0,7.86606670195871
"1255",0,0,0,0,1,0,1,24.8454011741683
"1256",1,0,1,0,1,0,0,3.77289113193944
"1257",0,1,1,0,0,0,0,26.8516974389518
"1258",0,0,1,0,1,0,1,1.88335704125178
"1259",0,1,1,0,1,0,0,8.18657718120805
"1260",0,1,0,1,0,0,1,3.06612903225806
"1261",0,1,1,0,1,0,0,1
"1262",0,0,0,0,1,1,0,1
"1263",1,1,1,0,0,0,0,9.95616598480421
"1264",0,1,1,0,0,0,0,4.20713830465264
"1265",1,1,1,0,0,0,0,20.1337868480726
"1266",0,0,0,0,1,0,1,16.368017524644
"1267",1,0,0,1,0,0,1,49.553480475382
"1268",1,0,0,0,1,0,1,6.18568232662192
"1269",1,1,0,0,0,0,0,39.3000522739153
"1270",0,0,0,0,1,0,1,7.13143872113677
"1271",0,1,0,0,0,0,0,1
"1272",0,0,0,0,1,0,1,1.63977900552486
"1273",0,1,0,1,0,0,1,34.0402097902098
"1274",1,0,1,0,0,0,0,10.6198384201077
"1275",1,0,0,0,0,0,0,2.12534435261708
"1276",1,1,0,0,1,0,0,1
"1277",0,0,1,0,0,0,1,28.928139183056
"1278",0,0,0,1,0,0,1,17.2311046511628
"1279",0,0,0,0,1,1,0,1
"1280",0,0,0,0,0,0,0,31.8249873545776
"1281",1,0,1,0,0,0,0,30.4482976040353
"1282",0,1,0,0,0,0,0,14.8796052631579
"1283",0,0,0,0,1,0,0,50.7754010695187
"1284",1,1,1,1,0,0,1,4.33260393873085
"1285",0,0,1,0,1,0,0,14.371318822023
"1286",0,0,0,0,1,1,0,21.1794871794872
"1287",0,0,1,0,1,0,0,2.9
"1288",1,1,1,0,0,0,0,36.3965426925092
"1289",1,1,1,0,1,0,0,5.99216710182768
"1290",1,0,1,0,0,0,0,13.3190376569038
"1291",0,0,0,0,0,0,0,21.5216718266254
"1292",0,1,1,1,0,0,1,3.0701581027668
"1293",0,1,0,0,0,0,0,32.6707650273224
"1294",0,1,0,0,0,0,1,1
"1295",1,1,1,0,0,0,0,33.0959710276143
"1296",0,0,1,0,0,0,0,12.4119513484929
"1297",0,0,1,0,1,1,0,2.75742574257426
"1298",0,0,0,0,1,0,1,7.94046417759839
"1299",1,1,1,1,0,0,1,16.7673216132368
"1300",0,0,0,0,0,0,1,27.6129837702871
"1301",0,1,0,0,1,0,0,28.1851651326475
"1302",1,0,1,0,0,0,1,16.4325323475046
"1303",0,0,0,0,0,0,0,40.0209449585972
"1304",0,0,0,0,1,1,0,5.4937343358396
"1305",0,0,1,0,1,0,0,15.9084380610413
"1306",0,0,1,0,0,0,0,29.3733177296665
"1307",0,0,1,0,0,0,0,3.3850197109067
"1308",1,1,1,0,0,0,0,14.7921478060046
"1309",0,0,0,0,1,1,0,1
"1310",0,1,1,0,0,0,0,12.6661073825503
"1311",0,0,0,0,1,1,0,34.2944162436548
"1312",0,1,0,0,1,0,0,3.85049365303244
"1313",0,0,1,0,0,0,0,49.3290105667627
"1314",0,0,0,0,1,1,0,13.3643617021277
"1315",0,1,0,0,0,0,0,4.87928307854507
"1316",1,1,1,0,0,0,0,7.86303317535545
"1317",0,0,0,0,1,0,1,41.0468594217348
"1318",0,1,1,0,0,0,0,23.8179551122195
"1319",1,1,1,0,0,0,0,11.9879518072289
"1320",1,1,1,0,1,0,0,21.3422575976845
"1321",1,0,0,0,0,0,1,21.7435090479937
"1322",0,0,1,0,0,0,0,50.9832817337461
"1323",0,0,0,0,1,1,0,3.76309226932668
"1324",1,0,0,0,1,0,0,3.2044235924933
"1325",1,0,0,0,1,0,1,1
"1326",0,0,0,0,0,0,1,40.1714542190305
"1327",0,0,0,0,0,0,0,57.5416867469879
"1328",0,1,0,0,1,0,1,2.04490106544901
"1329",1,1,0,0,0,0,0,64.4788598574822
"1330",0,0,1,0,0,0,0,1.9076052796983
"1331",1,0,0,0,1,0,0,5.20083974807558
"1332",0,0,1,0,0,0,0,1.82693517935809
"1333",0,1,1,0,1,0,0,1
"1334",0,1,1,0,0,0,1,14.8496605237633
"1335",0,0,1,0,0,0,0,18.1907968574635
"1336",0,1,1,0,1,0,0,1
"1337",0,0,0,1,0,0,1,1
"1338",0,1,0,0,1,0,0,5.4792396198099
"1339",1,1,1,1,0,0,1,58.5253863134658
"1340",0,0,0,0,1,0,1,4.0963963963964
"1341",0,0,0,0,1,0,1,45.6891592920354
"1342",1,0,0,0,0,0,0,44.9227193492156
"1343",1,0,1,0,0,0,0,18.5387045813586
"1344",0,0,0,0,0,0,0,49.8706434316354
"1345",0,0,1,0,1,0,0,6.29522431259045
"1346",0,0,1,0,0,0,0,6.15766016713092
"1347",0,0,0,0,1,0,1,15.4158273381295
"1348",0,0,0,0,0,0,0,25.4307359307359
"1349",0,0,1,0,0,0,1,15.6830680173661
"1350",0,0,0,0,1,0,1,21.578313253012
"1351",0,0,0,1,0,0,1,17.4592274678112
"1352",0,1,1,0,0,0,0,15.3475
"1353",0,0,1,0,0,0,0,42.8535825545171
"1354",0,0,0,0,0,1,0,18.912955465587
"1355",1,1,1,0,1,0,0,8.14161073825503
"1356",0,0,1,0,0,0,0,1.59488399762046
"1357",0,1,1,0,1,0,0,1
"1358",0,0,1,0,1,0,0,4.17304964539007
"1359",1,1,0,0,1,0,0,14.8156801661475
"1360",0,0,1,0,0,0,0,42.2486016159105
"1361",0,1,0,0,1,1,0,1
"1362",1,0,0,0,1,0,0,24.7514285714286
"1363",0,0,0,0,1,0,1,1
"1364",0,1,1,0,0,0,0,3.38299274884641
"1365",0,0,0,0,1,0,1,23.4969818913481
"1366",0,1,1,0,1,0,1,36.219305019305
"1367",0,0,0,0,1,0,0,30.7907284768212
"1368",0,0,0,0,0,0,0,42.396273917422
"1369",1,0,0,1,0,0,1,71.98948374761
"1370",0,0,0,0,1,1,0,7.54963680387409
"1371",0,0,0,0,1,1,0,20.1155778894472
"1372",1,1,1,0,0,0,0,31.1969519343494
"1373",0,0,0,0,0,0,0,54.8733118971061
"1374",1,0,0,0,0,0,1,48.2134914751668
"1375",0,1,1,1,0,0,1,2.68412162162162
"1376",0,1,1,0,1,0,0,14.7354988399072
"1377",0,0,1,0,0,0,0,54.0652173913044
"1378",0,0,1,0,0,0,0,49.7122521606507
"1379",0,1,1,0,0,0,0,33.0875824835033
"1380",1,1,1,0,0,0,0,1
"1381",1,1,0,0,0,0,0,29.8117112569409
"1382",0,0,0,0,1,0,1,1
"1383",0,0,0,0,1,0,1,11.0228758169935
"1384",0,0,1,0,0,0,0,22.9762892708951
"1385",0,0,1,0,1,0,1,41.9364278506559
"1386",0,1,1,0,0,0,0,63.593220338983
"1387",0,0,0,0,0,0,0,46.6845518867925
"1388",0,0,0,0,1,0,1,1
"1389",0,1,0,0,1,0,1,9.70791527313266
"1390",0,1,1,0,1,0,1,1
"1391",0,0,0,0,1,0,0,18.0902503293808
"1392",0,1,0,0,0,0,0,8.13486670151594
"1393",1,0,1,0,0,0,0,35.886925795053
"1394",0,0,0,0,1,0,1,7.84121621621622
"1395",0,0,0,0,1,1,0,1
"1396",0,0,0,0,1,1,0,2.07579462102689
"1397",0,0,0,1,0,0,1,2.88034188034188
"1398",0,0,0,0,0,0,0,27.1469665271967
"1399",0,0,1,0,1,0,1,10.7465437788018
"1400",1,1,1,0,0,0,0,12.7623947614593
"1401",0,0,0,0,1,0,1,1.60330578512397
"1402",1,1,1,0,0,0,0,13.6706586826347
"1403",0,0,0,1,0,0,1,55.7595190380762
"1404",0,0,0,0,1,1,0,20.8721804511278
"1405",0,1,1,0,1,0,0,9.4725352112676
"1406",0,1,0,0,1,0,0,1
"1407",0,0,0,0,1,0,1,7.86349453978159
"1408",1,0,1,0,1,0,0,17.2146365422397
"1409",0,0,1,0,1,0,1,21.4158415841584
"1410",0,0,0,0,1,0,1,12.4821428571429
"1411",0,1,1,0,0,0,0,31.2224694104561
"1412",1,1,0,0,0,0,0,6.74006276150628
"1413",0,0,1,0,1,0,0,13.7572164948454
"1414",0,0,0,0,1,1,0,1
"1415",0,1,0,0,1,0,0,20.220696937698
"1416",0,1,1,0,1,0,1,2.98464317976513
"1417",1,0,0,0,0,0,0,54.0175763182239
"1418",0,1,1,0,1,0,1,1
"1419",0,1,1,0,1,0,0,14.3925925925926
"1420",0,0,1,1,0,0,1,17.8853904282116
"1421",0,1,0,0,1,0,1,2.008356545961
"1422",0,1,0,1,0,0,1,5.99901960784314
"1423",0,1,0,0,1,0,1,1
"1424",0,1,0,0,1,0,0,3.95967741935484
"1425",1,1,1,0,0,0,0,35.9286563614744
"1426",0,0,0,0,1,1,0,4.53026634382567
"1427",0,0,0,0,1,1,0,9.72544080604534
"1428",1,1,1,1,0,0,1,2.58717105263158
"1429",0,1,0,0,1,0,0,12.8732394366197
"1430",0,0,1,0,1,1,0,1
"1431",0,0,0,0,0,1,0,10.405737704918
"1432",0,1,0,0,1,0,1,5.67027559055118
"1433",0,0,0,0,0,0,1,16.9238699444885
"1434",0,0,1,1,0,0,1,29.6858974358974
"1435",0,0,0,1,0,0,1,4.04928664072633
"1436",0,0,0,0,1,1,0,4.68447837150127
"1437",0,0,0,0,1,0,1,7.40530846484935
"1438",1,0,0,0,0,0,0,16.9422431161854
"1439",0,0,0,0,1,0,1,21.796480489671
"1440",0,1,0,0,1,0,0,2.11166666666667
"1441",0,1,0,0,0,0,0,1
"1442",1,1,0,0,1,0,0,43.552258934592
"1443",0,0,1,0,0,0,0,46.2331360946746
"1444",0,0,0,0,0,0,1,37.7306717363752
"1445",0,1,1,0,1,0,0,1
"1446",0,0,1,0,1,0,1,1
"1447",0,0,0,0,0,0,0,37.9394765539804
"1448",0,0,0,0,1,0,0,1.82743988684583
"1449",0,0,0,0,1,1,0,1
"1450",0,1,1,0,1,0,0,1.94432699083862
"1451",0,1,1,0,1,0,0,1
"1452",1,0,0,0,0,0,1,23.5638686131387
"1453",0,0,0,0,1,1,0,6.28644501278772
"1454",0,0,0,0,1,1,0,1
"1455",0,1,1,0,0,0,0,5.55522027761014
"1456",0,0,0,0,1,0,0,14.7916390179164
"1457",0,0,1,0,1,0,1,24.1272015655577
"1458",0,1,0,0,0,0,0,12.7032224532225
"1459",0,0,0,0,0,0,0,24.1461402474956
"1460",0,0,1,0,1,1,0,3.26485148514852
"1461",0,1,1,0,0,0,0,22.4996964177292
"1462",0,1,0,0,0,0,0,1
"1463",0,0,1,1,0,0,1,4.0561797752809
"1464",0,1,1,0,1,0,0,1.72177121771218
"1465",0,0,0,0,1,1,0,12.6606683804627
"1466",0,1,0,1,0,0,1,1
"1467",0,0,0,0,1,1,0,12.4449877750611
"1468",0,1,1,0,1,0,0,15.7753828701078
"1469",1,1,1,0,1,0,1,2.09852774631937
"1470",1,1,0,0,1,0,0,16.2646239554318
"1471",1,1,0,0,0,0,0,33.1053126469205
"1472",1,0,0,0,0,0,0,65.0960477941177
"1473",0,1,1,0,1,0,0,1
"1474",1,1,1,0,0,0,0,57.1187872763419
"1475",0,0,0,0,0,0,0,19.6400220507166
"1476",1,1,1,1,0,0,1,1
"1477",1,0,1,0,1,0,1,36.1236028928337
"1478",0,0,1,0,1,0,1,8.2326768781911
"1479",0,0,0,0,1,1,0,1
"1480",0,0,1,1,0,0,1,21.7178502879079
"1481",1,1,0,0,0,0,0,56.5131644311972
"1482",1,1,1,0,0,0,0,13.5718043135192
"1483",0,0,0,0,1,0,1,29.498
"1484",0,0,1,0,0,0,0,10.3619489559165
"1485",0,1,1,1,0,0,1,1
"1486",1,0,1,0,1,0,1,1.93629124004551
"1487",0,1,0,0,1,0,0,7.56969263759828
"1488",0,1,0,0,1,0,0,1
"1489",0,1,0,0,1,1,0,1
"1490",0,1,0,0,0,0,0,48.3187289359653
"1491",0,1,1,1,0,0,1,4.09658246656761
"1492",0,0,0,0,1,1,0,2.97872340425532
"1493",0,0,1,0,1,1,0,1
"1494",0,0,1,0,1,0,1,20.9052987598647
"1495",0,1,1,0,0,0,0,6.74599198396794
"1496",0,1,0,0,0,0,0,30.108328115216
"1497",0,1,0,1,0,0,1,4.06861313868613
"1498",0,0,0,0,1,1,0,17.2766497461929
"1499",0,1,0,0,0,0,0,7.07218309859155
"1500",0,1,0,0,0,0,0,67.9357142857143
"1501",0,0,1,1,0,0,1,1
"1502",0,1,0,0,0,0,0,34.2028135990621
"1503",0,0,0,0,1,0,0,16.3628482972136
"1504",0,0,1,0,1,1,0,1.58778625954198
"1505",0,0,0,1,0,0,1,15.569014084507
"1506",0,0,0,0,1,1,0,11.8181818181818
"1507",0,0,0,0,0,0,0,17.1458442237324
"1508",0,0,0,0,1,0,0,3.79911280101394
"1509",0,1,1,0,0,0,0,22.8212141427618
"1510",0,1,0,0,1,0,1,4.18510405257393
"1511",0,0,1,0,1,0,1,57.7795823665893
"1512",1,0,0,0,0,0,0,39.3119950279677
"1513",1,0,0,0,0,0,0,68.1466431095406
"1514",0,1,1,0,1,0,1,2.07632508833922
"1515",1,1,1,0,1,0,0,1
"1516",0,0,0,0,0,0,1,13.8297297297297
"1517",0,1,0,0,0,0,0,6.9
"1518",0,1,1,0,0,0,1,1
"1519",1,0,1,0,1,0,0,1
"1520",0,1,1,0,1,0,0,16.35
"1521",0,0,0,0,1,0,1,16.1577350859454
"1522",0,1,1,0,1,0,1,1
"1523",0,0,0,1,0,0,1,70.0839598997494
"1524",0,0,0,1,0,0,1,67.0252808988764
"1525",1,0,1,0,0,0,0,45.183410613086
"1526",0,1,0,0,1,1,0,1
"1527",1,1,1,0,0,0,0,12.0231869758263
"1528",0,0,1,0,0,0,0,4.19662921348315
"1529",0,1,1,0,1,0,0,5.93027413587604
"1530",0,0,1,0,1,0,0,8.93333333333333
"1531",0,0,0,0,1,0,0,2.99591598599767
"1532",0,0,0,0,0,0,1,25.5686868686869
"1533",1,1,1,0,1,0,0,48.484869809993
"1534",0,1,0,0,1,0,1,1
"1535",0,0,0,0,1,1,0,1
"1536",0,0,0,0,0,0,0,45.8065605402798
"1537",0,1,1,0,0,0,0,22.0292191435768
"1538",0,0,0,0,1,1,0,1.98987341772152
"1539",0,1,0,0,0,0,0,24.4823215476985
"1540",0,1,1,0,1,0,1,10.7878787878788
"1541",0,1,0,0,1,0,1,1
"1542",0,0,0,0,1,0,1,8.26277372262774
"1543",0,1,0,0,1,0,1,24.4278506559031
"1544",1,0,1,0,0,0,0,41.4992109416097
"1545",0,0,1,0,1,0,0,20.8286802030457
"1546",1,0,0,0,1,0,0,21.7977453580902
"1547",0,0,1,0,1,0,0,27.8529776674938
"1548",1,1,1,0,0,0,0,29.6985398021667
"1549",0,0,0,0,1,0,1,1
"1550",1,0,0,0,1,0,0,2.7035309793471
"1551",0,0,1,0,1,0,0,10.9777486910995
"1552",0,0,0,0,1,0,1,58.1088122605364
"1553",0,1,0,0,0,0,0,29.8028692879915
"1554",0,0,0,0,1,1,0,1
"1555",0,0,0,0,1,1,0,5.85359801488834
"1556",0,0,0,0,1,1,0,8.57360406091371
"1557",1,0,1,0,0,0,0,66.3376093294461
"1558",0,1,1,0,0,0,1,43.8537313432836
"1559",0,0,1,0,1,0,0,8.75066137566137
"1560",1,1,1,0,1,0,0,1
"1561",1,1,1,0,0,0,0,37.5502702702703
"1562",0,1,0,0,0,0,0,6.09144676979072
"1563",0,0,1,0,1,0,1,1.83073130649137
"1564",1,1,1,0,1,0,0,8.04662840746055
"1565",0,0,1,1,0,0,1,61.6974874371859
"1566",0,0,1,0,1,0,0,60.203713817586
"1567",0,0,0,0,0,0,1,24.817125382263
"1568",0,0,0,0,1,0,1,17.7611697806661
"1569",1,0,1,0,0,0,0,53.8941662364481
"1570",0,1,1,0,1,0,0,23.8095477386935
"1571",0,0,0,0,0,0,0,55.2903377110694
"1572",0,0,0,0,1,0,1,28.0307845084409
"1573",0,0,1,0,1,0,1,20.6062291434928
"1574",0,0,0,0,1,1,0,1
"1575",0,1,1,0,1,0,0,19.0536741214058
"1576",0,1,1,0,0,0,1,6.98057602143336
"1577",0,0,0,0,1,1,0,21.4640198511166
"1578",0,0,0,0,1,1,0,6.99496221662468
"1579",1,1,1,0,0,0,0,30.4989847715736
"1580",0,0,0,0,1,0,1,3.03084577114428
"1581",0,0,0,0,1,0,0,3.13513513513514
"1582",0,1,1,1,0,0,1,1.91100323624595
"1583",1,1,1,0,0,0,0,35.6072538860104
"1584",0,0,0,0,1,1,0,19.8493827160494
"1585",0,0,0,0,0,0,0,6.65754296626353
"1586",0,0,1,0,0,0,0,6.64968814968815
"1587",0,0,0,0,1,0,1,3.11771177117712
"1588",0,0,1,0,0,0,0,52.0601649684619
"1589",0,0,0,0,1,1,0,12.7613365155131
"1590",0,0,1,0,1,0,1,1
"1591",0,0,0,0,1,0,0,34.1775568181818
"1592",0,0,0,0,0,0,0,53.1268498942918
"1593",0,0,0,0,1,0,1,35.5533790401567
"1594",0,1,0,0,1,0,1,1
"1595",0,1,1,0,0,0,0,31.1271593090211
"1596",0,1,1,0,0,0,0,11.2133995037221
"1597",0,0,0,0,1,1,0,13.785
"1598",0,0,1,0,0,0,1,12.8799212598425
"1599",0,1,1,0,0,0,1,7.92199578355587
"1600",0,1,0,0,1,1,0,8.81481481481481
"1601",1,1,1,0,1,0,0,2.78669154228856
"1602",0,0,1,0,0,0,0,2.83388925950634
"1603",1,1,1,0,0,0,0,20.9416445623342
"1604",1,0,1,0,0,0,0,67.1423508564678
"1605",1,1,1,0,0,0,0,1
"1606",0,0,0,0,1,0,1,24.5401119402985
"1607",1,0,1,0,0,0,1,27.9457364341085
"1608",0,1,0,0,1,0,0,1
"1609",0,1,1,0,1,0,0,9.64357541899441
"1610",1,0,1,0,1,0,0,6.44251261918116
"1611",0,1,0,0,1,0,0,8.61481481481481
"1612",0,0,1,0,0,0,0,9.10051107325383
"1613",0,1,0,0,0,0,0,22.2350765979926
"1614",1,0,1,0,0,0,0,47.6148445336008
"1615",0,0,0,0,1,0,1,4.84174085064293
"1616",0,0,0,0,0,0,0,3.95884977689638
"1617",0,0,1,1,0,0,1,50.6491228070175
"1618",0,0,0,0,1,0,1,29.3210180623974
"1619",0,0,0,0,0,0,0,1.92561983471074
"1620",0,0,0,0,0,0,0,50.4413580246914
"1621",0,0,0,1,0,0,1,49.0787401574803
"1622",0,1,0,1,0,0,1,30.4378531073446
"1623",1,1,1,0,1,0,0,2.5440414507772
"1624",0,1,0,0,1,1,0,5.44332493702771
"1625",0,1,1,0,1,0,0,50.8330404217926
"1626",0,1,1,0,0,0,0,5.12054120541205
"1627",1,1,1,0,1,0,0,7.92562432138979
"1628",0,0,0,0,1,0,1,1
"1629",1,1,0,0,1,0,0,13.1313868613139
"1630",1,1,1,0,1,1,0,8.36132315521629
"1631",0,0,1,0,0,1,0,35.205078125
"1632",0,0,1,0,0,0,0,55.8553172067549
"1633",0,0,0,1,0,0,1,13.0132352941176
"1634",0,0,0,0,1,1,0,9.93686868686869
"1635",0,0,1,0,1,0,0,20.6873958911716
"1636",0,1,1,0,1,0,0,31.0407903123008
"1637",1,1,0,0,1,0,0,3.10022650056625
"1638",0,0,1,0,0,0,0,57.5036390101892
"1639",0,1,0,0,1,0,1,9.57155797101449
"1640",0,0,1,0,0,0,0,63.6925996204934
"1641",0,1,1,0,1,0,0,5.27368978295394
"1642",1,1,0,0,1,0,1,1
"1643",0,0,0,0,0,0,0,57.74236937403
"1644",0,0,1,1,0,0,1,1
"1645",0,1,0,0,1,1,0,1.63144963144963
"1646",1,1,1,0,1,0,1,1
"1647",0,0,0,0,1,1,0,26.437037037037
"1648",1,1,0,0,1,0,1,1.89432703003337
"1649",0,1,1,0,1,0,0,4.00821225521162
"1650",0,1,0,0,1,1,0,1
"1651",0,0,1,0,0,0,0,63.4823695345557
"1652",1,0,0,0,1,0,1,2.14414414414414
"1653",0,0,1,0,1,0,1,7.81620405101275
"1654",0,1,1,0,0,0,0,4.08772903942254
"1655",0,1,1,0,0,0,0,6.27236315086782
"1656",0,0,1,0,1,1,0,1
"1657",0,0,1,0,1,0,0,2.18198874296435
"1658",0,0,1,1,0,0,1,1.89387755102041
"1659",0,1,0,0,1,0,0,4.69036812909733
"1660",0,0,0,0,1,1,0,1.9
"1661",0,1,0,0,1,0,1,1
"1662",1,0,1,0,0,0,0,59.7060255629945
"1663",1,0,0,0,0,0,0,33.8319451249388
"1664",1,1,0,0,1,0,0,29.6942875078468
"1665",1,1,0,0,0,0,0,17.1464557703574
"1666",0,1,1,0,1,0,1,6.91733333333333
"1667",1,0,1,0,0,0,0,61.9254691689008
"1668",0,1,0,0,1,1,0,1
"1669",0,0,0,0,1,0,1,5.62352941176471
"1670",0,0,0,1,0,0,1,6.63777777777778
"1671",0,0,1,0,1,0,0,1
"1672",0,1,1,0,1,0,0,1
"1673",0,1,0,0,1,0,0,8.48064918851436
"1674",0,0,0,0,0,0,1,23.7512345679012
"1675",0,0,0,0,1,0,1,8.14337899543379
"1676",1,0,1,1,0,0,1,38.4607645875251
"1677",0,1,1,0,0,0,0,9.45284280936455
"1678",1,1,1,0,0,0,0,18.4314339386349
"1679",0,0,0,0,1,0,1,8.43418013856813
"1680",0,1,1,0,1,0,0,6.80695652173913
"1681",0,1,1,0,0,0,0,40.6031589338598
"1682",0,1,0,0,0,0,0,3.16070307595731
"1683",0,0,0,0,1,1,0,1
"1684",0,0,1,0,1,0,0,7.4960460100647
"1685",0,0,1,0,0,0,0,14.884485258579
"1686",0,0,1,0,0,0,0,9.66666666666667
"1687",0,0,1,0,0,0,0,15.7745358090186
"1688",0,1,1,0,0,0,0,53.5591054313099
"1689",0,0,1,1,0,0,1,10.9034965034965
"1690",0,0,0,1,0,0,1,26.3926174496644
"1691",0,1,0,0,1,0,0,11.3341759352882
"1692",0,0,0,0,1,0,1,16.8349900596421
"1693",0,1,1,0,1,0,1,1
"1694",0,0,0,0,1,0,1,6.75296262534184
"1695",0,1,1,1,0,0,1,8.09420289855072
"1696",0,0,0,0,1,0,1,5.38351254480287
"1697",0,0,0,0,1,0,1,9.92439243924392
"1698",1,1,1,0,0,0,0,18.3222958057395
"1699",0,0,0,0,1,0,0,20.3669131238447
"1700",0,0,0,0,1,0,1,20.6080586080586
"1701",1,1,1,0,1,0,0,2.01486199575372
"1702",0,0,0,0,1,0,0,7.1768661735037
"1703",0,1,1,0,0,0,1,1
"1704",0,1,0,0,1,0,1,1
"1705",0,0,0,0,1,0,1,26.8034102306921
"1706",0,0,0,0,0,0,0,18.4530423280423
"1707",1,0,1,1,0,0,1,35.8799454297408
"1708",0,1,0,0,0,0,0,39.5410480349345
"1709",0,1,1,0,1,0,1,1
"1710",0,0,0,0,1,1,0,8.24296675191816
"1711",0,0,0,1,0,0,1,1
"1712",1,1,0,0,1,0,0,5.9142689371697
