"","gender","is_senior_citizen","partner","dependents","phone_service","internet_service","payment_type","monthly_charges","total_charges","churn"
"2065","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",74,3919.15,"No"
"2066","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.7,85.7,"Yes"
"2067","Female","No","No","No","One line","Fiber optic","Electronic check",75.7,75.7,"Yes"
"2068","Male","No","No","No","One line","Fiber optic","Bank transfer",74.3,1952.25,"No"
"2069","Female","No","Yes","No","One line","Fiber optic","Credit card",85.9,2196.45,"No"
"2070","Female","No","No","Yes","None","DSL","Credit card",30.1,1131.3,"Yes"
"2071","Male","No","No","No","None","DSL","Electronic check",39.65,733.35,"Yes"
"2072","Male","No","No","No","One line","DSL","Credit card",55.5,934.15,"No"
"2073","Male","No","No","No","One line","Fiber optic","Mailed check",80.6,4348.1,"No"
"2074","Male","No","Yes","Yes","One line","DSL","Mailed check",48.75,48.75,"No"
"2075","Female","No","No","No","One line","DSL","Credit card",55.05,102.75,"Yes"
"2076","Male","No","No","No","One line","Fiber optic","Electronic check",91,2626.15,"No"
"2077","Female","No","Yes","Yes","None","DSL","Electronic check",24.7,149.05,"No"
"2078","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",84.85,2633.4,"No"
"2079","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.4,3409.6,"Yes"
"2080","Male","No","No","No","One line","Fiber optic","Electronic check",91.05,2871.5,"No"
"2081","Male","No","No","No","One line","None","Mailed check",19,78.9,"No"
"2082","Male","No","No","No","One line","Fiber optic","Electronic check",85.75,2146.5,"No"
"2083","Male","No","No","No","One line","Fiber optic","Electronic check",80.85,1008.7,"Yes"
"2084","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",86.55,649.65,"Yes"
"2085","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",74.95,2149.05,"No"
"2086","Male","Yes","No","No","None","DSL","Electronic check",29.4,221.9,"Yes"
"2087","Female","No","No","No","One line","DSL","Bank transfer",59.65,2536.55,"No"
"2088","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",87.55,4884.85,"No"
"2089","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",74.7,74.7,"Yes"
"2090","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",79.85,4308.25,"No"
"2091","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.5,3105.55,"Yes"
"2092","Female","No","Yes","Yes","One line","None","Credit card",20.25,493.95,"No"
"2093","Female","No","No","No","None","DSL","Electronic check",24.45,86.6,"Yes"
"2094","Male","Yes","No","No","One line","Fiber optic","Credit card",79.15,827.7,"No"
"2095","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",94.3,3893.6,"No"
"2096","Male","No","No","No","One line","Fiber optic","Mailed check",80.85,80.85,"Yes"
"2097","Female","Yes","No","No","One line","Fiber optic","Electronic check",69.6,131.65,"Yes"
"2098","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.55,187.45,"Yes"
"2099","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90.85,3186.7,"Yes"
"2100","Male","Yes","Yes","Yes","Two-plus lines","Fiber optic","Credit card",105.1,7548.1,"Yes"
"2101","Male","Yes","No","No","One line","Fiber optic","Electronic check",78.5,874.2,"No"
"2102","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Bank transfer",104.05,1133.65,"Yes"
"2103","Female","No","Yes","Yes","One line","Fiber optic","Credit card",87.8,2621.75,"No"
"2104","Male","No","No","Yes","One line","DSL","Electronic check",49.4,184.4,"Yes"
"2105","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",100.25,1064.65,"Yes"
"2106","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",101.55,298.35,"Yes"
"2107","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",80.35,2596.15,"Yes"
"2108","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",95.5,3418.2,"No"
"2109","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85.95,2628.6,"Yes"
"2110","Female","No","Yes","Yes","None","DSL","Bank transfer",48.7,2495.2,"No"
"2111","Female","No","No","No","One line","DSL","Bank transfer",62.8,418.3,"No"
"2112","Male","No","No","No","None","DSL","Bank transfer",50.95,605.75,"No"
"2113","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",98.05,3990.6,"No"
"2114","Female","No","No","No","One line","Fiber optic","Bank transfer",87.15,183.75,"Yes"
"2115","Male","No","Yes","No","Two-plus lines","Fiber optic","Credit card",90.55,2929.75,"No"
"2116","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",99.05,5295.7,"No"
"2117","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",94.1,5475.9,"No"
"2118","Male","No","Yes","Yes","None","DSL","Electronic check",44.85,1442.6,"No"
"2119","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",90.65,367.95,"No"
"2120","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",105.5,6487.2,"No"
"2121","Male","No","Yes","No","One line","None","Mailed check",20.25,158.35,"No"
"2122","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.55,1021.75,"No"
"2123","Female","No","Yes","Yes","None","DSL","Mailed check",25.05,125.5,"No"
"2124","Male","No","No","No","One line","Fiber optic","Electronic check",94.95,178.1,"Yes"
"2125","Male","No","No","Yes","None","DSL","Mailed check",24.2,24.2,"No"
"2126","Female","No","No","No","One line","DSL","Electronic check",56.05,1522.65,"No"
"2127","Female","No","No","No","Two-plus lines","DSL","Electronic check",64.6,174.2,"No"
"2128","Male","No","No","No","One line","None","Mailed check",20.2,20.2,"Yes"
"2129","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",84.4,732.5,"Yes"
"2130","Male","No","No","No","One line","Fiber optic","Electronic check",79.8,973.45,"Yes"
"2131","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.65,4812.75,"Yes"
"2132","Female","No","No","No","One line","DSL","Mailed check",45.85,105.6,"No"
"2133","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",88.7,1761.45,"Yes"
"2134","Female","No","Yes","No","One line","DSL","Mailed check",50.3,908.75,"No"
"2135","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",83.4,4113.7,"No"
"2136","Female","No","No","Yes","One line","None","Mailed check",20.75,452.2,"No"
"2137","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",85.25,3132.75,"Yes"
"2138","Female","No","No","No","One line","Fiber optic","Electronic check",70.6,70.6,"Yes"
"2139","Female","No","No","No","None","DSL","Electronic check",35.75,35.75,"Yes"
"2140","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",93.9,486.85,"Yes"
"2141","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",106.35,3549.25,"Yes"
"2142","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",95.1,2162.6,"No"
"2143","Male","No","No","No","One line","DSL","Bank transfer",50.9,2298.55,"No"
"2144","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",84,613.4,"Yes"
"2145","Female","No","Yes","Yes","One line","None","Mailed check",19.8,272.95,"No"
"2146","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.2,5568.35,"Yes"
"2147","Male","Yes","Yes","No","One line","Fiber optic","Credit card",80.3,2483.05,"Yes"
"2148","Female","No","No","No","One line","DSL","Electronic check",45.05,523.1,"No"
"2149","Female","No","Yes","Yes","One line","DSL","Bank transfer",76.3,2404.15,"No"
"2150","Male","No","No","No","One line","Fiber optic","Electronic check",79.6,79.6,"Yes"
"2151","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",98.8,3475.55,"Yes"
"2152","Male","No","No","No","One line","None","Credit card",19.7,180.7,"No"
"2153","Male","No","No","No","One line","Fiber optic","Electronic check",74.65,383.65,"No"
"2154","Male","No","No","No","Two-plus lines","DSL","Electronic check",55.3,875.35,"No"
"2155","Male","No","No","No","One line","DSL","Electronic check",51.35,262.3,"No"
"2156","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",74.6,548.9,"No"
"2157","Female","Yes","No","No","One line","Fiber optic","Credit card",99.8,442.85,"Yes"
"2158","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Mailed check",77.9,2351.45,"No"
"2159","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",101.45,101.45,"Yes"
"2160","Female","No","Yes","Yes","One line","Fiber optic","Bank transfer",89.15,2257.75,"Yes"
"2161","Female","No","No","No","Two-plus lines","DSL","Electronic check",54.2,1739.6,"No"
"2162","Male","No","No","No","One line","DSL","Mailed check",59.65,638.95,"No"
"2163","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.15,1057.55,"No"
"2164","Female","No","No","Yes","Two-plus lines","Fiber optic","Mailed check",86,1164.05,"No"
"2165","Female","No","Yes","No","One line","DSL","Mailed check",59.8,1130.85,"No"
"2166","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",94.55,3851.45,"No"
"2167","Female","No","No","No","One line","Fiber optic","Electronic check",70.35,139.25,"No"
"2168","Female","No","Yes","Yes","Two-plus lines","None","Bank transfer",24.25,838.5,"No"
"2169","Male","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",91.85,257.05,"Yes"
"2170","Male","No","Yes","Yes","One line","Fiber optic","Bank transfer",79.5,868.5,"Yes"
"2171","Female","No","No","No","One line","DSL","Electronic check",49.8,1049.05,"No"
"2172","Female","No","Yes","No","One line","Fiber optic","Electronic check",81.1,576.65,"Yes"
"2173","Male","No","No","No","One line","DSL","Mailed check",53.45,1461.45,"No"
"2174","Female","No","No","Yes","Two-plus lines","DSL","Mailed check",75.9,1375.6,"No"
"2175","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",103.3,2012.7,"Yes"
"2176","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",80.5,1336.9,"No"
"2177","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.3,3953.15,"No"
"2178","Male","No","Yes","No","One line","None","Electronic check",19.6,851.2,"No"
"2179","Female","No","No","No","Two-plus lines","DSL","Mailed check",60.9,2033.85,"No"
"2180","Female","Yes","No","No","None","DSL","Electronic check",25.3,77.75,"Yes"
"2181","Female","No","Yes","No","One line","Fiber optic","Credit card",99.3,2431.35,"Yes"
"2182","Female","No","No","No","One line","DSL","Mailed check",60.4,272.15,"Yes"
"2183","Female","Yes","No","No","None","DSL","Electronic check",24.35,41.85,"Yes"
"2184","Male","No","No","No","One line","Fiber optic","Mailed check",93.2,2157.3,"No"
"2185","Male","Yes","No","No","One line","DSL","Bank transfer",66.4,94.55,"Yes"
"2186","Male","No","No","No","One line","DSL","Mailed check",55.1,113.35,"Yes"
"2187","Female","No","No","No","One line","Fiber optic","Electronic check",80.25,80.25,"Yes"
"2188","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",87.45,2874.15,"Yes"
"2189","Male","No","No","No","One line","DSL","Electronic check",55.25,55.25,"No"
"2190","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",103.95,7446.9,"Yes"
"2191","Male","No","No","Yes","One line","None","Mailed check",19.25,19.25,"Yes"
"2192","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.1,5440.9,"Yes"
"2193","Male","No","Yes","Yes","One line","None","Mailed check",19.9,19.9,"Yes"
"2194","Male","No","No","No","One line","DSL","Credit card",54.75,438.05,"No"
"2195","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",94.2,1046.1,"Yes"
"2196","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",103.9,2254.2,"Yes"
"2197","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",84.5,916.9,"Yes"
"2198","Male","No","No","Yes","One line","DSL","Electronic check",44,44,"No"
"2199","Male","No","Yes","Yes","One line","Fiber optic","Electronic check",85.9,2199.05,"No"
"2200","Female","No","No","No","One line","DSL","Mailed check",70.5,829.3,"No"
"2201","Male","Yes","No","No","None","DSL","Electronic check",44.4,265.8,"No"
"2202","Male","No","No","No","None","DSL","Bank transfer",30.2,1453.1,"No"
"2203","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",99.05,4853.75,"Yes"
"2204","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",77.75,4458.15,"Yes"
"2205","Female","No","Yes","No","One line","None","Bank transfer",19.25,375.25,"No"
"2206","Female","Yes","Yes","No","Two-plus lines","None","Mailed check",25.7,734.6,"No"
"2207","Male","Yes","No","No","One line","Fiber optic","Electronic check",69.75,69.75,"Yes"
"2208","Female","No","Yes","No","One line","DSL","Mailed check",54.7,235.05,"No"
"2209","Male","No","No","No","One line","Fiber optic","Electronic check",69.9,69.9,"No"
"2210","Male","No","No","No","One line","DSL","Electronic check",56.4,234.85,"No"
"2211","Female","No","No","No","One line","None","Electronic check",20.45,775.6,"No"
"2212","Female","Yes","No","No","One line","Fiber optic","Electronic check",69.85,69.85,"Yes"
"2213","Male","No","No","No","One line","DSL","Electronic check",45.3,45.3,"Yes"
"2214","Male","No","No","Yes","Two-plus lines","None","Credit card",24.8,223.9,"No"
"2215","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",79.2,172.85,"Yes"
"2216","Female","No","No","No","One line","None","Credit card",20.35,35.1,"No"
"2217","Female","Yes","No","No","One line","Fiber optic","Bank transfer",75.3,75.3,"Yes"
"2218","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",96.15,1529.2,"Yes"
"2219","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.6,279.55,"Yes"
"2220","Female","No","No","No","One line","DSL","Electronic check",65.45,554.45,"No"
"2221","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",85.35,754.65,"Yes"
"2222","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Credit card",101.3,2812.2,"Yes"
"2223","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",75.15,216.75,"Yes"
"2224","Female","No","No","No","One line","Fiber optic","Mailed check",84.3,1855.65,"Yes"
"2225","Male","No","No","No","Two-plus lines","Fiber optic","Credit card",89.15,4245.55,"No"
"2226","Female","No","No","No","One line","None","Bank transfer",19.75,297.3,"Yes"
"2227","Male","No","Yes","No","One line","Fiber optic","Electronic check",70,70,"Yes"
"2228","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",100.75,2095,"Yes"
"2229","Female","No","Yes","No","None","DSL","Electronic check",24.45,482.8,"Yes"
"2230","Female","No","Yes","Yes","One line","DSL","Mailed check",54.65,482.25,"No"
"2231","Female","No","No","No","One line","Fiber optic","Electronic check",85.45,85.45,"Yes"
"2232","Female","Yes","No","No","Two-plus lines","Fiber optic","Bank transfer",80.35,1058.1,"No"
"2233","Male","No","Yes","Yes","One line","Fiber optic","Mailed check",69.95,143.9,"No"
"2234","Male","No","No","No","One line","DSL","Credit card",49.5,312.7,"No"
"2235","Female","No","No","No","One line","Fiber optic","Bank transfer",69.85,515.45,"No"
"2236","Female","No","Yes","No","Two-plus lines","Fiber optic","Credit card",78.15,765.15,"No"
"2237","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94.1,1782.4,"Yes"
"2238","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",84.35,1302.65,"No"
"2239","Male","No","No","Yes","One line","None","Electronic check",19.4,374.5,"Yes"
"2240","Female","No","Yes","No","Two-plus lines","DSL","Electronic check",53.1,2459.8,"No"
"2241","Female","No","No","No","One line","None","Mailed check",20.95,20.95,"Yes"
"2242","Female","No","No","No","One line","None","Electronic check",19.5,178.85,"No"
"2243","Female","No","No","No","Two-plus lines","Fiber optic","Bank transfer",89.1,1879.25,"No"
"2244","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",84.1,1737.45,"No"
"2245","Female","Yes","No","No","Two-plus lines","Fiber optic","Credit card",101.55,5070.4,"No"
"2246","Female","No","No","Yes","One line","DSL","Bank transfer",64.5,177.4,"No"
"2247","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",106.35,4849.1,"No"
"2248","Male","No","No","Yes","One line","DSL","Credit card",52.1,670.65,"No"
"2249","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",89.5,161.5,"Yes"
"2250","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",105.9,6401.25,"No"
"2251","Male","Yes","No","No","One line","Fiber optic","Credit card",95.1,180.25,"Yes"
"2252","Male","No","No","No","One line","Fiber optic","Electronic check",99,5038.15,"No"
"2253","Male","Yes","Yes","No","None","DSL","Bank transfer",36.5,1032,"Yes"
"2254","Female","No","No","No","None","DSL","Mailed check",24.25,96.05,"Yes"
"2255","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",81.15,2640.55,"No"
"2256","Male","No","No","No","One line","DSL","Mailed check",46,492.1,"No"
"2257","Female","Yes","No","No","One line","DSL","Credit card",49.85,865.75,"No"
"2258","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",86.1,2723.75,"No"
"2259","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",75.75,777.3,"No"
"2260","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",96.2,4718.25,"Yes"
"2261","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",89.55,2259.35,"No"
"2262","Female","No","No","No","None","DSL","Electronic check",39.5,210.75,"Yes"
"2263","Female","No","No","No","Two-plus lines","DSL","Electronic check",60.15,60.15,"Yes"
"2264","Male","No","No","No","None","DSL","Credit card",40.4,77.15,"Yes"
"2265","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",83.6,404.2,"Yes"
"2266","Female","No","No","No","One line","None","Mailed check",20.35,77.5,"Yes"
"2267","Male","No","Yes","Yes","One line","None","Electronic check",20,288.05,"Yes"
"2268","Female","No","No","No","One line","DSL","Mailed check",45.4,45.4,"Yes"
"2269","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",90.7,2845.15,"No"
"2270","Male","No","No","No","One line","DSL","Mailed check",45.05,45.05,"Yes"
"2271","Female","Yes","Yes","Yes","None","DSL","Electronic check",35.9,973.65,"No"
"2272","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",94.4,857.25,"Yes"
"2273","Female","No","No","Yes","Two-plus lines","None","Mailed check",24,24,"No"
"2274","Female","Yes","Yes","No","One line","Fiber optic","Electronic check",82.9,880.05,"No"
"2275","Male","No","No","No","One line","DSL","Mailed check",50.55,610.75,"No"
"2276","Female","No","Yes","No","One line","None","Mailed check",19.6,93.45,"No"
"2277","Male","Yes","No","No","Two-plus lines","DSL","Electronic check",54.55,494.05,"Yes"
"2278","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",93.4,5435.6,"Yes"
"2279","Female","No","No","No","One line","Fiber optic","Electronic check",91.65,3954.1,"No"
"2280","Male","No","No","No","One line","Fiber optic","Electronic check",79.85,152.45,"Yes"
"2281","Female","No","No","No","One line","None","Credit card",20.15,68.45,"No"
"2282","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",80.85,302.75,"Yes"
"2283","Female","Yes","No","No","None","DSL","Credit card",33.45,1500.25,"No"
"2284","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",97.55,6669.05,"No"
"2285","Male","Yes","Yes","No","One line","Fiber optic","Mailed check",92.5,934.1,"Yes"
"2286","Female","No","No","No","None","DSL","Credit card",35.2,108.95,"Yes"
"2287","Male","No","No","No","One line","Fiber optic","Electronic check",78.95,494.95,"No"
"2288","Male","No","No","No","Two-plus lines","Fiber optic","Mailed check",107.95,313.6,"No"
"2289","Female","Yes","No","No","One line","DSL","Mailed check",69.75,1545.4,"No"
"2290","Female","No","No","No","One line","DSL","Bank transfer",68.85,1970.5,"Yes"
"2291","Male","No","No","No","One line","None","Mailed check",19.4,19.4,"Yes"
"2292","Female","No","Yes","Yes","One line","None","Mailed check",20.45,150.75,"No"
"2293","Female","No","No","No","One line","DSL","Bank transfer",59.5,530.05,"No"
"2294","Female","No","No","No","One line","DSL","Electronic check",49.4,408.25,"No"
"2295","Female","No","No","No","One line","Fiber optic","Electronic check",90.6,90.6,"Yes"
"2296","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",106.05,7554.05,"No"
"2297","Female","Yes","No","No","One line","Fiber optic","Electronic check",70.35,139.05,"Yes"
"2298","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",83.85,2716.3,"Yes"
"2299","Female","No","No","No","Two-plus lines","Fiber optic","Credit card",100.3,3541.4,"No"
"2300","Female","Yes","No","No","One line","DSL","Mailed check",51.3,419.35,"No"
"2301","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",96.95,5432.2,"No"
"2302","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89.1,5618.3,"No"
"2303","Male","No","Yes","Yes","One line","DSL","Mailed check",60.2,1834.15,"No"
"2304","Male","No","No","No","One line","Fiber optic","Credit card",69.8,134.7,"Yes"
"2305","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.45,75.45,"Yes"
"2306","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",76.95,228.4,"Yes"
"2307","Male","No","No","No","One line","Fiber optic","Credit card",74.55,1170.5,"No"
"2308","Female","No","Yes","No","One line","Fiber optic","Mailed check",88.9,454.15,"Yes"
"2309","Female","No","No","No","One line","DSL","Mailed check",50,892.7,"No"
"2310","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Credit card",88.6,2888.7,"No"
"2311","Female","No","No","No","One line","None","Mailed check",20.2,123.65,"No"
"2312","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",89.2,4040.2,"No"
"2313","Male","No","No","No","One line","DSL","Mailed check",44.45,44.45,"No"
"2314","Female","No","No","No","One line","None","Mailed check",18.85,163.2,"No"
"2315","Male","No","No","Yes","None","DSL","Mailed check",31.35,31.35,"Yes"
"2316","Male","No","No","Yes","One line","None","Mailed check",20.25,20.25,"No"
"2317","Male","Yes","Yes","No","One line","Fiber optic","Electronic check",84.2,519.15,"Yes"
"2318","Male","No","No","No","One line","Fiber optic","Electronic check",69.9,69.9,"Yes"
"2319","Female","No","Yes","Yes","One line","DSL","Credit card",55.9,365.35,"Yes"
"2320","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",75.25,888.65,"No"
"2321","Female","No","Yes","Yes","None","DSL","Electronic check",34.25,163.55,"No"
"2322","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",99.95,1931.75,"Yes"
"2323","Male","No","No","No","One line","Fiber optic","Mailed check",69.4,69.4,"Yes"
"2324","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",89.85,3161.2,"No"
"2325","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",95.05,4888.7,"Yes"
"2326","Female","No","No","No","Two-plus lines","Fiber optic","Electronic check",84.6,1115.2,"Yes"
"2327","Male","No","No","No","One line","Fiber optic","Mailed check",70.05,657.5,"No"
"2328","Male","No","Yes","Yes","One line","DSL","Electronic check",50.15,168.15,"Yes"
"2329","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",89.3,2823,"No"
"2330","Female","No","No","No","Two-plus lines","Fiber optic","Mailed check",75,999.45,"Yes"
"2331","Male","No","No","No","One line","Fiber optic","Electronic check",94.5,2979.2,"No"
"2332","Male","No","No","No","One line","None","Mailed check",19.5,19.5,"No"
"2333","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",74.2,1133.9,"Yes"
"2334","Female","No","No","No","One line","DSL","Electronic check",56.25,56.25,"Yes"
"2335","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",85.45,1505.85,"Yes"
"2336","Female","No","Yes","No","One line","DSL","Credit card",69,147.8,"No"
"2337","Female","No","Yes","Yes","One line","None","Electronic check",19.35,683.75,"No"
"2338","Female","No","No","Yes","One line","Fiber optic","Electronic check",79.35,79.35,"Yes"
"2339","Male","No","No","No","One line","None","Mailed check",20.05,42.7,"No"
"2340","Male","No","Yes","No","One line","Fiber optic","Mailed check",73.55,4764,"No"
"2341","Female","No","Yes","No","Two-plus lines","Fiber optic","Mailed check",89.65,1761.05,"Yes"
"2342","Male","No","No","No","One line","Fiber optic","Electronic check",104.4,1081.45,"Yes"
"2343","Male","No","Yes","Yes","Two-plus lines","DSL","Electronic check",72.8,930.05,"No"
"2344","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",76.25,684.85,"No"
"2345","Male","Yes","Yes","No","One line","Fiber optic","Mailed check",70.1,467.55,"Yes"
"2346","Female","No","No","Yes","Two-plus lines","Fiber optic","Electronic check",84.75,1816.75,"No"
"2347","Female","No","Yes","Yes","One line","Fiber optic","Credit card",75.3,1702.9,"No"
"2348","Female","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",94.2,1608.15,"No"
"2349","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",96.5,1392.25,"No"
"2350","Female","No","No","No","Two-plus lines","DSL","Mailed check",56.1,1033.9,"No"
"2351","Male","No","No","No","One line","Fiber optic","Mailed check",70.6,70.6,"Yes"
"2352","Male","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",83.65,1465.75,"Yes"
"2353","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",105.35,1559.25,"No"
"2354","Male","No","No","No","One line","DSL","Mailed check",49.25,97,"No"
"2355","Male","No","Yes","Yes","One line","DSL","Credit card",61.45,229.55,"Yes"
"2356","Female","No","Yes","No","One line","DSL","Electronic check",73.05,1959.5,"No"
"2357","Female","No","Yes","Yes","One line","Fiber optic","Electronic check",83.55,680.05,"Yes"
"2358","Male","No","No","No","Two-plus lines","Fiber optic","Bank transfer",84.3,1537.9,"No"
"2359","Male","No","No","No","One line","DSL","Credit card",66.4,2245.4,"No"
"2360","Female","No","No","No","One line","None","Mailed check",20.95,109.5,"No"
"2361","Male","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",94.7,1687.95,"Yes"
"2362","Female","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",74.35,334.8,"Yes"
"2363","Male","Yes","No","No","Two-plus lines","Fiber optic","Electronic check",104.35,2271.85,"No"
"2364","Male","Yes","No","No","Two-plus lines","Fiber optic","Credit card",96.15,3019.25,"Yes"
"2365","Male","No","No","No","None","DSL","Electronic check",29.75,96.85,"No"
"2366","Male","No","No","No","One line","Fiber optic","Electronic check",79.05,79.05,"Yes"
"2367","Male","No","No","No","One line","DSL","Bank transfer",46.6,87.9,"No"
"2368","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",87.35,4473,"No"
"2369","Male","No","Yes","No","One line","Fiber optic","Electronic check",70.3,738.2,"Yes"
"2370","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Bank transfer",92.55,4039,"No"
"2371","Female","No","Yes","No","Two-plus lines","Fiber optic","Electronic check",96.1,4364.1,"Yes"
"2372","Male","No","Yes","No","Two-plus lines","Fiber optic","Bank transfer",97.1,3706.95,"Yes"
"2373","Female","No","Yes","Yes","Two-plus lines","Fiber optic","Electronic check",95.15,3532.85,"No"
"2374","Female","No","No","No","One line","Fiber optic","Electronic check",86.25,1340.1,"No"
"2375","Male","No","No","No","One line","DSL","Mailed check",56.65,654.85,"Yes"
"2376","Male","Yes","Yes","No","Two-plus lines","Fiber optic","Electronic check",104.45,2184.85,"No"
"2377","Male","No","No","No","One line","None","Mailed check",20.45,20.45,"No"
"2378","Male","No","No","No","Two-plus lines","Fiber optic","Electronic check",80.5,2088.8,"Yes"
